sample_id,ph_mq,ph_kcl,ph_cacl2,d15n_air_permil,d13c_vpdb_permil,wt_percent_n,wt_percent_c,c_n_ratio,log_cec_meq_100g,log_digest_mg_kg_hg1849,log_digest_mg_kg_li6707,log_digest_mg_kg_mo2020,log_digest_mg_kg_p_1774,log_digest_mg_kg_pb2203,log_digest_mg_kg_sb2068,log_digest_mg_kg_se1960,log_digest_mg_kg_sn1899,log_digest_mg_kg_sr4077,log_digest_mg_kg_tl1908,ec_us_cm,total_mg_l_cl,hr_1_mg_l_cl,hr_24_mg_l_cl,total_mg_l_so4,hr_1_mg_l_so4,hr_24_mg_l_so4,total_mg_l_na,total_mg_l_mg2,total_mg_l_ca2,digest_mg_kg_na5895,digest_mg_kg_mg2852,digest_mg_kg_ca3158,log_ec_us_cm,log_total_mg_l_cl,log_hr_1_mg_l_cl,log_hr_24_mg_l_cl,log_total_mg_l_so4,log_hr_1_mg_l_so4,log_hr_24_mg_l_so4,log_total_mg_l_na,log_total_mg_l_mg2,log_total_mg_l_ca2,log_digest_mg_kg_na5895,log_digest_mg_kg_mg2852,log_digest_mg_kg_ca3158,clr_hr_1_mg_l_f,clr_hr_1_mg_l_cl,clr_hr_1_mg_l_no3,clr_hr_1_mg_l_po4,clr_hr_1_mg_l_so4,clr_hr_24_mg_l_f,clr_hr_24_mg_l_cl,clr_hr_24_mg_l_no3,clr_hr_24_mg_l_po4,clr_hr_24_mg_l_so4,clr_total_mg_l_f,clr_total_mg_l_cl,clr_total_mg_l_no3,clr_total_mg_l_po4,clr_total_mg_l_so4,clr_total_mg_l_ca2,clr_total_mg_l_k,clr_total_mg_l_mg2,clr_total_mg_l_na,clr_total_mg_l_sr2,digest_mg_kg_al3082,digest_mg_kg_as1890,digest_mg_kg_b_2496,digest_mg_kg_ba4554,digest_mg_kg_be3130,digest_mg_kg_cd2288,digest_mg_kg_co2286,digest_mg_kg_cr2835,digest_mg_kg_cu3247,digest_mg_kg_fe2599,digest_mg_kg_k_7664,digest_mg_kg_mn2576,digest_mg_kg_ni2316,digest_mg_kg_si2516,digest_mg_kg_ti3349,digest_mg_kg_v_2924,digest_mg_kg_zn2138
DA-6,8.482,6.918,7.522,-13.83,-20.63,0.09,0.03,0.3,1.4350845252893227,2.498151876538021,3.3282682016393976,0.4054651081081644,5.700142524735606,1.9430489167742813,0.9162907318741551,1.3862943611198906,0.9162907318741551,3.165896900077314,1.0986122886681098,121.1,713.57,616.93,96.64,1093.89,1068.89,25.0,483.33,426.12,1225.53,1290.84,4596.61,6738.05,4.796616650559047,6.570280540023335,6.424755565281195,4.570992734186505,6.997495429480523,6.974376005824032,3.2188758248682006,6.180699650171005,6.054720996742997,7.111128682472703,7.1630484482319146,8.4330743542695,8.81552584453855,-2.8725573717756343,2.533350873306314,2.533934237714943,-5.277699053094772,3.082971313849151,-3.7675569459583147,2.843656616754745,2.5459911003187803,-3.1136304785516504,1.4915397074364405,-3.4596153409293255,2.045954462101581,2.0109877593994003,-5.217473258481699,2.473169351558769,2.5868026045509493,-0.4141081665433628,1.5303949188212433,1.656373572249251,-3.2124859027268107,10886.45,2.5,0.5,52.79,0.3,2.5,6.77,14.74,25.0,12948.21,1387.45,161.25,10.76,176.59,108.76,25.3,15.74
DS1(1-2),8.046,7.645,7.937,-15.45,-23.16,0.03,0.07,2.32,1.8082887711792655,2.131796772013764,2.7053799725463312,0.09531017980432487,5.630171814719692,0.9162907318741551,0.9162907318741551,1.3862943611198906,0.9162907318741551,3.7857792788538958,1.0986122886681098,5995.7,1302.33,813.22,489.11,12936.86,7099.92,5836.95,1183.14,432.29,5538.85,2070.28,5456.83,22881.53,8.698797824615207,7.171910246875111,6.701001675647529,6.192587413052923,9.46783588018508,8.867838795360292,8.671963679122902,7.07592720017165,6.0690966593218345,8.619542176965927,7.635439142812318,8.604623314053002,10.038085313887365,-2.173152841759625,2.454676905221663,0.7295810431492917,-5.6326191315457566,4.621514024934426,-1.7076676096444967,2.605454753761266,-1.0091911435364675,-4.973427020411548,5.0848310198312445,-2.728038812899047,1.7697227845495354,-0.33927602366394893,-6.095334642885521,4.065648417859504,3.2173547146403516,0.9811502393711038,0.6669091969962588,1.6737397378460743,-3.2118756118143157,12359.44,2.5,5.32,22.09,0.5,2.5,7.43,16.16,8.43,13975.9,2016.06,225.8,10.94,242.57,506.73,23.19,29.52
DS2(1-2),8.091,7.662,7.971,-14.9,-9.19,0.03,0.1,3.33,1.824549292051046,1.252762968495368,2.5817308344235403,0.18232155679395465,6.084226027189293,0.9162907318741551,0.9162907318741551,1.3862943611198906,0.9162907318741551,3.6958550678503617,1.0986122886681098,6714.2,1062.45,868.2,194.25,14150.4,7801.85,6348.55,1236.2,413.65,5757.0,2500.0,4759.52,23086.17,8.81197996559795,6.968332840867741,6.766422102865493,5.269145989247757,9.557498171223072,8.962116164042255,8.755981719355022,7.119797437225173,6.025020205636192,8.65817178467581,7.824046010856292,8.467902101804603,10.046989015917996,-2.560517980091557,2.497526262484932,1.0249615954453821,-5.655190201500452,4.693220323661694,-1.6685048161526155,1.9616444584194963,-1.0478239388454913,-4.693795891948151,5.448480188526762,-2.926988901171716,1.6748455209583266,0.047362577357325186,-5.98663450046936,4.264010851313658,3.3646844647663956,0.09008989058944561,0.7315328857267778,1.8263101173157583,-3.08521290638661,10711.42,2.5,0.5,26.05,1.0,2.5,6.51,15.43,8.52,13336.67,1993.99,210.02,9.12,263.73,355.41,18.84,29.16
GE-A1-3,10.074,8.312,8.103,-13.05,0.83,0.01,0.82,91.07,1.33500106673234,1.252762968495368,2.1210632163706555,0.4700036292457355,6.626611783369938,0.9162907318741551,0.9162907318741551,1.3862943611198906,0.9162907318741551,5.350720045341085,1.0986122886681098,280.7,5.0,2.5,2.5,50.0,25.0,25.0,161.15,4.71,14.84,3150.91,14336.02,37847.08,5.637286483367837,1.6094379124341003,0.9162907318741551,0.9162907318741551,3.912023005428146,3.2188758248682006,3.2188758248682006,5.082335608261447,1.5496879080283263,2.6973262377392344,8.055446578988207,9.570530530303024,10.5413091092582,-1.9046922297217586,1.0518193306789512,-1.2507657623150945,-1.2507657623150945,3.354404423672997,-1.9046922297217586,1.0518193306789512,-1.2507657623150945,-1.2507657623150945,3.354404423672997,-2.7890818696184527,0.20665040393553813,-2.0959346890585073,-2.0959346890585073,2.509235496929584,1.2945387292406723,2.626307168515421,0.1469003995297642,3.6795480997628847,-3.4822290501783977,9648.89,2.5,0.5,57.75,0.05,2.5,13.98,24.04,4.43,18038.23,2470.82,247.99,46.98,126.96,1384.31,46.08,31.29
GE-A2-2,9.926,8.194,8.051,-12.51,0.41,0.01,0.61,81.31,1.0647107369924282,4.00587758089977,2.5915163848462583,0.4700036292457355,6.638371434811732,1.4134230285081433,1.5496879080283263,1.3862943611198906,0.9162907318741551,5.437731422330715,1.0986122886681098,229.2,5.0,2.5,2.5,50.0,25.0,25.0,173.35,5.56,11.15,4080.32,16355.42,29377.51,5.434594984840585,1.6094379124341003,0.9162907318741551,0.9162907318741551,3.912023005428146,3.2188758248682006,3.2188758248682006,5.155312672131032,1.715598108262491,2.411439497906128,8.313930695695177,9.70231461986287,10.2879846946046,-1.9046922297217586,1.0518193306789512,-1.2507657623150945,-1.2507657623150945,3.354404423672997,-1.9046922297217586,1.0518193306789512,-1.2507657623150945,-1.2507657623150945,3.354404423672997,-2.746134346884052,0.24959792666993885,-2.052987166324107,-2.052987166324107,2.5521830196639845,1.0515995121419666,2.2475582264818916,0.3557581224983295,3.7954726863668706,-3.400060814290716,12439.76,5.12,20.68,88.15,0.6,2.5,17.37,34.44,5.92,23202.81,3327.31,381.53,60.14,201.41,2132.53,51.2,35.24
GE-B1-3,9.644,8.159,8.053,-10.4,-0.67,0.01,0.81,62.43,1.4350845252893227,3.01651481273652,2.583997552432231,0.4700036292457355,6.6969848637310685,0.9162907318741551,0.9162907318741551,1.3862943611198906,0.9162907318741551,5.788123623089952,1.0986122886681098,280.1,42.88,40.38,2.5,50.0,25.0,25.0,176.31,8.63,17.44,3711.16,14691.24,48256.97,5.635146682266063,3.7584055167625467,3.6983346128846915,0.9162907318741551,3.912023005428146,3.2188758248682006,3.2188758248682006,5.172243809292668,2.155244505095337,2.8587664184808337,8.219099775194495,9.595006676769557,10.784295552292924,-2.461101005923866,3.27745443548738,-1.8071745385172018,-1.8071745385172018,2.797995647470889,-1.9046922297217586,1.0518193306789512,-1.2507657623150945,-1.2507657623150945,3.354404423672997,-3.1217683552719526,2.0229315226104845,-2.4286211747120072,-2.4286211747120072,2.1765490112760837,1.1232924243287716,2.169927134967197,0.4197705109432748,3.4367698151406065,-3.3702297145704523,11603.59,2.5,0.5,86.75,0.1,2.5,15.54,29.38,5.58,21374.5,3478.09,348.21,49.5,171.12,1821.71,47.71,33.76
GE-C2-3,9.797,7.962,7.979,-12.67,-1.02,0.01,0.79,68.78,1.3609765531356006,2.437115985951652,2.968874819384108,0.4700036292457355,6.620206530975591,0.9162907318741551,0.9162907318741551,1.3862943611198906,0.9162907318741551,5.670777073042217,1.0986122886681098,298.7,5.0,2.5,2.5,50.0,25.0,25.0,237.75,8.45,46.14,2875.5,11736.95,34899.6,5.699439725222064,1.6094379124341003,0.9162907318741551,0.9162907318741551,3.912023005428146,3.2188758248682006,3.2188758248682006,5.4712197014254995,2.134166441369082,3.8316802527456075,7.963981851153809,9.370497264058674,10.460230646806785,-1.9046922297217586,1.0518193306789512,-1.2507657623150945,-1.2507657623150945,3.354404423672997,-1.9046922297217586,1.0518193306789512,-1.2507657623150945,-1.2507657623150945,3.354404423672997,-3.02352480363629,-0.027792530082299427,-2.330377623076345,-2.330377623076345,2.2747925629117463,2.194449810229208,2.2639338195768706,0.49693599885268247,3.8339892589091,-3.3520288706083265,10401.61,2.5,0.5,104.02,0.1,2.5,12.85,26.81,8.33,19206.83,4182.73,290.26,35.04,165.96,1706.83,41.57,34.64
GE-C3-2,9.756,7.996,7.915,-10.51,-0.98,0.01,0.7,58.21,1.2809338454620642,1.8718021769015913,2.803360380906535,0.4054651081081644,6.801171793579353,0.9162907318741551,1.5040773967762742,1.3862943611198906,0.9162907318741551,5.572914199451162,1.0986122886681098,230.6,5.0,2.5,2.5,50.0,25.0,25.0,193.36,6.45,12.9,3291.0,14830.0,35370.0,5.440684607834958,1.6094379124341003,0.9162907318741551,0.9162907318741551,3.912023005428146,3.2188758248682006,3.2188758248682006,5.264553736395228,1.864080130807681,2.5572273113676265,8.098946748943339,9.604407435131979,10.473619282199527,-1.9046922297217586,1.0518193306789512,-1.2507657623150945,-1.2507657623150945,3.354404423672997,-1.9046922297217586,1.0518193306789512,-1.2507657623150945,-1.2507657623150945,3.354404423672997,-2.814795690343197,0.1809365832107941,-2.1216485097832516,-2.1216485097832516,2.4835216762048398,1.1287259821443203,2.254360052565067,0.4355788015843749,3.8360524071719215,-3.2610827929716164,11700.0,2.5,0.5,105.4,0.05,2.5,15.7,32.1,7.4,22090.0,4043.0,341.9,49.3,172.9,2109.0,47.7,36.9
HC-BA1,7.593,6.93,6.847,-11.63,-30.58,0.01,0.03,2.64,1.33500106673234,2.437115985951652,0.04879016416943201,0.09531017980432487,6.1154284418394464,1.5432981099295553,0.9162907318741551,1.3862943611198906,0.9162907318741551,2.428336298299606,1.0986122886681098,1693.0,106.7,56.3,50.4,666.11,641.11,25.0,240.79,42.64,99.08,959.44,4040.76,3524.85,7.4342573821331355,4.670021158307708,4.030694535145645,3.919991175077323,6.5014548220672905,6.463201049062171,3.2188758248682006,5.483925184333142,3.752792779857589,4.595927604621159,6.866349780923466,8.304188072074952,8.167593161149467,-1.2375633492059126,1.4068368248198415,0.0015352570953974798,-4.0101520714456935,3.839343338736368,0.9526502530000729,2.590259042400869,-2.716026493796344,-2.716026493796344,1.889143692191747,-0.616468040089885,1.4288845260546634,-0.5978027458705251,-3.9342838128129896,3.2603181898142464,1.3547909723681149,0.7952256474307098,0.5116561476045449,2.2427885520800976,-4.4451094365789805,6630.22,2.5,0.5,3.18,0.1,2.5,10.44,7.75,39.86,15149.11,438.87,123.16,11.63,156.86,100.99,32.01,17.4
HC-BA2,8.513,6.684,6.806,-10.78,-30.06,0.01,0.04,4.58,1.1314021114911006,1.252762968495368,1.5238800240724537,0.26236426446749106,5.829357297564267,1.5238800240724537,0.9162907318741551,1.3862943611198906,0.9162907318741551,2.124653884501384,1.0986122886681098,32.8,75.06,2.5,72.56,50.0,25.0,25.0,22.86,3.78,6.49,436.85,2595.62,2589.64,3.490428515390098,4.318287793706875,0.9162907318741551,4.2844138058068815,3.912023005428146,3.2188758248682006,3.2188758248682006,3.1293886583666644,1.3297240096314962,1.8702625307159986,6.079589886744103,7.861580688064839,7.8592741488937286,-1.9046922297217586,1.0518193306789512,-1.2507657623150945,-1.2507657623150945,3.354404423672997,-2.578316844508304,3.7463177898251323,-1.92439037710164,-1.92439037710164,2.6807798088864514,-2.5949478590270934,3.109634295799672,-1.9018006784671484,-1.9018006784671484,2.703369507520943,0.6616090328087956,3.2904892834353583,0.12107051172429317,1.9207351604594614,-5.40835857578713,4774.9,2.5,0.5,3.19,0.05,2.5,7.27,6.08,21.91,10527.89,311.75,96.31,8.76,163.15,85.06,22.01,47.41
HC-Z5-1,7.497,6.692,6.677,-9.13,-31.57,0.01,0.03,1.83,1.2809338454620642,1.252762968495368,0.8372475245337022,0.09531017980432487,6.05432196848885,1.5933085305042167,0.9162907318741551,1.3862943611198906,0.9162907318741551,1.979621206397625,1.0986122886681098,1694.7,297.93,161.78,136.15,645.23,620.23,25.0,347.95,48.87,90.73,840.14,3039.24,2698.19,7.435261012999326,5.696858559583377,5.086237387589806,4.913757219119769,6.4696068423802595,6.430090376989552,3.2188758248682006,5.852058791290859,3.8891637112820634,4.507888063181538,6.73356854461668,8.019362763145057,7.9003364568233625,-1.4723376419740806,1.8474580843719606,1.0586421481681505,-4.625073664337736,3.1913110737717068,-0.5459928620162021,3.7102443541867727,-2.589807226052887,-2.589807226052887,2.0153629599352043,-1.4170298441485927,2.229558551055228,0.8335165707201897,-4.160447189088094,3.002306833852111,1.040588054653389,1.1346650465109942,0.4218637027539147,2.3847587827627104,-5.469780509071857,4947.69,2.5,0.5,2.82,0.1,2.5,9.26,4.73,33.3,13068.41,485.31,106.24,9.15,161.07,73.44,25.96,14.29
HC-ZS2,7.236,6.502,6.574,-12.3,-32.37,0.02,0.06,2.35,1.3609765531356006,1.252762968495368,0.9895411936137477,0.09531017980432487,6.24105526843704,1.56234630490025,0.9162907318741551,1.3862943611198906,0.9162907318741551,2.7073833121145063,1.0986122886681098,3512.0,425.92,251.06,174.87,2943.12,2918.12,25.0,350.7,224.4,1076.75,956.05,4335.32,4003.97,8.163940954755008,6.054251535206747,5.525691954390062,5.1640428407255685,7.98722552212188,7.978694852294733,3.2188758248682006,5.859931157146132,5.413430173648541,6.98170252393422,6.862810212938968,8.374550704252645,8.29504164789955,-0.8863771729077863,1.532488460422698,0.7478952092449713,-5.379497855087255,3.9854913583273692,1.010017298325419,2.764563954574137,-0.8082049443450023,-3.7857732472713224,0.819396938716769,-0.665995891108937,1.4257296564965571,0.1545434151189422,-5.3216690592701354,3.3587036434116904,2.35318064522403,0.27630835648908914,0.7849082949383508,1.231409278435942,-3.5971183397355304,6885.91,2.5,0.5,3.47,0.05,2.5,11.21,7.84,41.87,15634.92,515.28,129.27,13.49,169.15,74.5,26.69,18.35
HD-10,6.912,6.258,6.704,-6.98,-29.02,0.01,0.04,6.59,1.1939224684724346,1.252762968495368,3.34603697048488,0.09531017980432487,6.047395819428781,2.0241930674493576,0.9162907318741551,1.3862943611198906,0.9162907318741551,2.403334996094189,1.0986122886681098,2213.0,74.44,71.94,2.5,50.0,25.0,25.0,55.79,5.89,24.6,225.0,3060.76,4257.97,7.70210434005105,4.30999343177405,4.275832438267478,0.9162907318741551,3.912023005428146,3.2188758248682006,3.2188758248682006,4.021594641857437,1.7732559976634952,3.202746442938317,5.41610040220442,8.026418530121767,8.35654779986731,-2.576600571000423,3.7394526957936094,-1.9226741035937591,-1.9226741035937591,2.682496082394332,-1.9046922297217586,1.0518193306789512,-1.2507657623150945,-1.2507657623150945,3.354404423672997,-2.916956179681618,2.7793316132123222,-2.223808999121673,-2.223808999121673,2.3813611868664184,1.6720846243765894,2.1423422863939185,0.24259417910176762,2.4909328232957093,-4.344072535321764,7581.67,2.5,0.5,9.56,0.6,2.5,4.28,8.27,2.99,10348.61,1871.51,212.35,2.59,333.37,821.41,13.45,36.95
HD-14,6.476,6.687,7.179,-11.18,-28.01,0.01,0.02,2.42,1.6094379124341003,1.252762968495368,3.70721041079866,0.09531017980432487,5.919726840577038,2.050270164379556,0.9162907318741551,1.3862943611198906,1.5644405465033646,2.8752581200861167,1.0986122886681098,11659.3,44.96,42.46,2.5,50.0,25.0,25.0,32.01,15.14,35.53,383.86,3934.26,4706.18,9.363859423797035,3.8057732055854356,3.74856245627511,0.9162907318741551,3.912023005428146,3.2188758248682006,3.2188758248682006,3.4660483539817717,2.717340248009303,3.5703774100329357,5.950277902777732,8.277478087258261,8.456631817599606,-2.4711465746019496,3.317636710199715,-1.8172201071952854,-1.8172201071952854,2.7879500787928055,-1.9046922297217586,1.0518193306789512,-1.2507657623150945,-1.2507657623150945,3.354404423672997,-3.060721353785878,2.1313462129194485,-2.3675741732259326,-2.3675741732259326,2.237596012762159,1.8959504173669486,2.5336925838149584,1.0429132553433158,1.7916213613157845,-3.8372501432848742,11962.15,2.5,0.5,19.32,0.7,2.5,5.28,12.05,5.78,13814.74,3846.61,290.54,2.79,344.92,969.02,15.14,50.9
HD-6,6.794,6.755,7.07,-9.9,-32.22,0.01,0.06,4.54,0.6931471805599453,1.252762968495368,3.095577608523707,0.09531017980432487,5.404477562376427,1.4350845252893227,0.9162907318741551,1.3862943611198906,0.9162907318741551,1.410986973710262,1.0986122886681098,16559.6,5.0,2.5,2.5,50.0,25.0,25.0,47.89,1.35,5.22,145.0,2392.0,1813.0,9.714721273058151,1.6094379124341003,0.9162907318741551,0.9162907318741551,3.912023005428146,3.2188758248682006,3.2188758248682006,3.868906714354518,0.30010459245033816,1.6524974018945473,4.976733742420574,7.779885115070522,7.502738210754851,-1.9046922297217586,1.0518193306789512,-1.2507657623150945,-1.2507657623150945,3.354404423672997,-1.9046922297217586,1.0518193306789512,-1.2507657623150945,-1.2507657623150945,3.354404423672997,-2.1345800523838085,0.8611522211701823,-1.4414328718238631,-1.4414328718238631,3.163737314164228,0.9042117106306293,2.36389539493332,-0.4481810988135798,3.1206210230906004,-4.947990769143845,4399.0,2.5,0.5,6.9,0.3,2.5,3.2,7.7,6.6,7517.0,1280.0,166.1,1.9,151.2,460.3,10.2,28.0
HG-3,7.514,5.696,6.562,-4.55,-30.48,0.02,0.12,7.09,0.7884573603642702,2.869601996409779,2.5478814489493886,0.09531017980432487,6.0456922818110765,1.6601310267496185,0.9162907318741551,1.3862943611198906,0.9162907318741551,2.2428350885882717,1.0986122886681098,31.8,5.0,2.5,2.5,50.0,25.0,25.0,44.14,4.12,10.29,138.51,4078.22,3134.65,3.459466289786131,1.6094379124341003,0.9162907318741551,0.9162907318741551,3.912023005428146,3.2188758248682006,3.2188758248682006,3.7873664008285903,1.415853163361435,2.331172549845958,4.930942525187008,8.313415897692991,8.050272804091284,-1.9046922297217586,1.0518193306789512,-1.2507657623150945,-1.2507657623150945,3.354404423672997,-1.9046922297217586,1.0518193306789512,-1.2507657623150945,-1.2507657623150945,3.354404423672997,-2.442592082365946,0.5531401911880449,-1.7494449018060005,-1.7494449018060005,2.855725284182091,1.2748748285999028,2.9122946356699853,0.3595554421153797,2.7310686795825347,-4.745177175359991,6006.93,2.5,0.5,9.7,0.3,2.5,5.64,9.01,2.08,11980.2,761.39,277.43,4.55,152.67,642.87,23.66,30.99
HG-54,8.665,7.879,7.821,-11.06,-30.29,0.02,0.2,9.09,0.7419373447293773,1.252762968495368,1.8562979903656263,0.09531017980432487,5.23750522715128,1.791759469228055,0.9162907318741551,1.3862943611198906,0.9162907318741551,2.1400661634962708,1.0986122886681098,403.1,5.0,2.5,2.5,50.0,25.0,25.0,6.47,0.88,4.18,155.8,2688.0,2440.0,5.99918467012312,1.6094379124341003,0.9162907318741551,0.9162907318741551,3.912023005428146,3.2188758248682006,3.2188758248682006,1.8671761085128091,-0.12783337150988489,1.430311246536665,5.048573133436648,7.89655270164304,7.799753318287247,-1.9046922297217586,1.0518193306789512,-1.2507657623150945,-1.2507657623150945,3.354404423672997,1.1832435034333222,0.27983539739018093,-2.022749695603865,-2.022749695603865,2.5824204903842265,1.0650910586688194,0.8339793377054326,-1.468605755288613,-1.468605755288613,3.136564430699478,0.6548526718079973,2.662070736180878,-0.9032919462385525,1.0917175337841414,-5.603772312030969,4382.0,2.5,0.5,6.3,0.3,2.5,3.8,5.7,3.0,6913.0,439.2,184.7,2.7,112.8,373.2,14.5,24.4
HG-6,7.215,4.378,4.687,-1.87,-29.68,0.04,0.31,8.16,1.0986122886681098,2.5006159434931803,2.540814281726296,0.09531017980432487,6.48176087962148,1.6154199841116479,1.5325568680981427,1.3862943611198906,0.9162907318741551,2.060513531794317,1.0986122886681098,7247.5,5.0,2.5,2.5,50.0,25.0,25.0,11.7,3.7,13.26,145.97,4447.58,3464.72,8.888411860795811,1.6094379124341003,0.9162907318741551,0.9162907318741551,3.912023005428146,3.2188758248682006,3.2188758248682006,2.4595888418037104,1.308332819650179,2.5847519847577165,4.983401121142487,8.400115407011716,8.150387100278047,-1.9046922297217586,1.0518193306789512,-1.2507657623150945,-1.2507657623150945,3.354404423672997,-1.9046922297217586,1.0518193306789512,-1.2507657623150945,-1.2507657623150945,3.354404423672997,-2.3218899086221185,0.6738423649318722,-1.6287427280621734,-1.6287427280621734,2.976427457925918,1.6491564372554883,2.825371983005962,0.3727372721479508,1.5239932943014822,-4.4421534448222095,6548.39,2.5,0.5,8.47,0.3,2.5,6.15,7.16,3.53,12651.21,694.56,280.54,4.44,219.05,565.63,23.89,33.47
HG-8,4.51,3.564,4.279,-2.45,-28.7,0.03,0.33,9.71,0.6931471805599453,2.0541237336955462,2.1400661634962708,0.09531017980432487,5.918356075287344,0.9162907318741551,0.9162907318741551,1.3862943611198906,0.9162907318741551,1.916922612182061,1.0986122886681098,4173.9,5.0,2.5,2.5,50.0,25.0,25.0,44.05,1.21,7.69,165.9,3654.0,2821.0,8.33660612951594,1.6094379124341003,0.9162907318741551,0.9162907318741551,3.912023005428146,3.2188758248682006,3.2188758248682006,3.7853253523821886,0.1906203596086497,2.0399207835175526,5.111385197196399,8.203577736937952,7.944846711001996,-2.9264622980404007,0.030049262360308915,-2.272535830633737,2.836314510959474,2.3326343553543545,-1.9046922297217586,1.0518193306789512,-1.2507657623150945,-1.2507657623150945,3.354404423672997,-2.7367427576103047,0.2589895159436859,-2.0435955770503598,2.378132424475074,2.5615746089377316,0.6894723870271382,2.879591881185586,-1.1598280368817646,2.434876955891774,-5.26247140191856,5514.0,2.5,0.5,8.7,0.2,2.5,5.4,6.3,0.5,9500.0,606.3,214.5,3.7,182.7,569.8,18.0,25.7
HG-9,4.787,3.83,4.597,-8.59,-29.66,0.01,0.09,8.63,0.5306282510621704,1.252762968495368,2.3282528397426234,0.09531017980432487,5.636858889290626,0.9162907318741551,0.9162907318741551,1.3862943611198906,0.9162907318741551,1.415853163361435,1.0986122886681098,4703.2,47.82,45.32,2.5,50.0,25.0,25.0,16.87,0.92,4.47,136.42,2791.75,1963.78,8.455998407088044,3.867443962030179,3.8137484361598055,0.9162907318741551,3.912023005428146,3.2188758248682006,3.2188758248682006,2.825536896557877,-0.08338160893905101,1.4973884086254774,4.915738362226573,7.934423918325901,7.582626466346839,-2.4841837705788885,3.3697854941074716,-1.8302573031722247,-1.8302573031722247,2.7749128828158667,-1.9046922297217586,1.0518193306789512,-1.2507657623150945,-1.2507657623150945,3.354404423672997,-2.2804537321375,2.9732845910125696,-1.5873065515775546,-1.5873065515775546,3.0178636344105367,0.6032290376078681,3.0007174755755663,-0.9775409799566603,1.9313775255402676,-5.093864448897537,3942.66,2.5,0.5,7.55,0.1,2.5,3.92,2.82,2.41,7041.25,676.56,212.78,1.21,139.44,452.82,13.58,21.53
HK-1,7.66,7.165,7.639,-6.66,-28.75,0.01,0.05,5.01,0.6931471805599453,1.252762968495368,3.658935577740864,0.26236426446749106,5.501707089375386,1.6845453849209058,0.9162907318741551,1.3862943611198906,0.9162907318741551,1.5665304114228238,1.0986122886681098,13825.6,54.39,51.89,2.5,50.0,25.0,25.0,19.17,3.6,45.84,167.86,1811.38,1013.97,9.534277225087134,3.9961803134348695,3.949126093379648,0.9162907318741551,3.912023005428146,3.2188758248682006,3.2188758248682006,2.9533465570575532,1.2809338454620642,3.8251570724064843,5.123130298654681,7.501844264696279,6.921628597914643,0.629360039609919,2.6929327844751514,-2.642487670024387,-2.642487670024387,1.9626825159637038,0.46051701859880917,0.46051701859880917,-1.8420680743952365,-1.8420680743952365,2.7631021115928545,0.26783278220396745,2.0579389030256348,-2.6313885909691797,-2.6313885909691797,1.9737815950189115,1.8869156619972498,3.0646976770525507,-0.6573075649471702,1.0151051466483187,-4.346187019061107,4445.11,2.5,0.5,18.46,0.1,2.5,3.29,9.48,1.3,8619.76,2673.65,183.03,3.09,206.99,401.5,4.29,27.35
HK-2,6.726,6.125,6.672,-10.27,-27.07,0.03,0.29,9.95,0.6931471805599453,4.640633850263661,3.6309854756950335,0.26236426446749106,5.776382167070545,2.166765369851511,0.9162907318741551,1.3862943611198906,0.9162907318741551,1.6900958154515549,1.7613002617433464,13255.9,5.0,2.5,2.5,50.0,25.0,25.0,14.66,2.02,11.61,340.56,3306.22,1306.22,9.492198015324172,1.6094379124341003,0.9162907318741551,0.9162907318741551,3.912023005428146,3.2188758248682006,3.2188758248682006,2.6851226964585053,0.7030975114131134,2.4518667957098,5.830591321519897,8.103560821841436,7.17489274894221,1.1909854993389746,0.27789989841376783,-2.024685194580278,-2.024685194580278,2.5804849914078134,-0.5211220432937044,-0.43338312898569753,-2.735968221979743,1.8212714302507982,1.869201964008348,0.32643978249307226,-0.2065386459140519,-2.5091237389080976,1.365405062092468,2.0960464470799938,0.635890237361648,3.347322596521796,-1.112879046935039,0.8691461381103531,-4.811708831902143,5574.3,9.94,74.3,23.19,1.61,2.5,4.72,16.16,7.13,9505.02,3644.58,216.87,5.12,172.79,518.78,10.24,32.93
HK-3,7.627,6.082,6.805,-5.6,-30.42,0.01,0.04,4.33,1.3862943611198906,3.6826098411003407,3.5655812377694427,0.09531017980432487,5.735184237795733,1.8213182714695995,0.9162907318741551,1.3862943611198906,0.9162907318741551,1.6054298910365616,1.0986122886681098,125.1,5.0,2.5,2.5,50.0,25.0,25.0,19.13,2.16,19.24,272.41,3283.86,1277.89,4.829113417472866,1.6094379124341003,0.9162907318741551,0.9162907318741551,3.912023005428146,3.2188758248682006,3.2188758248682006,2.9512577834521614,0.7701082216960737,2.9569914452375605,5.607308284321065,8.096774838725715,7.152965559245594,-1.9046922297217586,1.0518193306789512,-1.2507657623150945,-1.2507657623150945,3.354404423672997,-1.9046922297217586,1.0518193306789512,-1.2507657623150945,-1.2507657623150945,3.354404423672997,-2.393811384492903,0.6019208890610876,-1.7006642039329578,-1.7006642039329578,2.9045059820551336,1.949474421864548,2.859299389217054,-0.2374088016769389,1.9437407600791488,-4.226392848241213,4679.28,2.5,19.22,22.21,0.7,2.5,3.78,14.54,5.48,8911.35,3715.14,197.31,4.08,141.04,468.73,10.06,29.28
