sample_id,ph_mq,ph_kcl,ph_cacl2,d15n_air_permil,d13c_vpdb_permil,wt_percent_n,wt_percent_c,c_n_ratio,log_cec_meq_100g,log_digest_mg_kg_hg1849,log_digest_mg_kg_li6707,log_digest_mg_kg_mo2020,log_digest_mg_kg_p_1774,log_digest_mg_kg_pb2203,log_digest_mg_kg_sb2068,log_digest_mg_kg_se1960,log_digest_mg_kg_sn1899,log_digest_mg_kg_sr4077,log_digest_mg_kg_tl1908,ec_us_cm,total_mg_l_cl,hr_1_mg_l_cl,hr_24_mg_l_cl,total_mg_l_so4,hr_1_mg_l_so4,hr_24_mg_l_so4,total_mg_l_na,total_mg_l_mg2,total_mg_l_ca2,digest_mg_kg_na5895,digest_mg_kg_mg2852,digest_mg_kg_ca3158,log_ec_us_cm,log_total_mg_l_cl,log_hr_1_mg_l_cl,log_hr_24_mg_l_cl,log_total_mg_l_so4,log_hr_1_mg_l_so4,log_hr_24_mg_l_so4,log_total_mg_l_na,log_total_mg_l_mg2,log_total_mg_l_ca2,log_digest_mg_kg_na5895,log_digest_mg_kg_mg2852,log_digest_mg_kg_ca3158,clr_hr_1_mg_l_f,clr_hr_1_mg_l_cl,clr_hr_1_mg_l_no3,clr_hr_1_mg_l_po4,clr_hr_1_mg_l_so4,clr_hr_24_mg_l_f,clr_hr_24_mg_l_cl,clr_hr_24_mg_l_no3,clr_hr_24_mg_l_po4,clr_hr_24_mg_l_so4,clr_total_mg_l_f,clr_total_mg_l_cl,clr_total_mg_l_no3,clr_total_mg_l_po4,clr_total_mg_l_so4,clr_total_mg_l_ca2,clr_total_mg_l_k,clr_total_mg_l_mg2,clr_total_mg_l_na,clr_total_mg_l_sr2,digest_mg_kg_al3082,digest_mg_kg_as1890,digest_mg_kg_b_2496,digest_mg_kg_ba4554,digest_mg_kg_be3130,digest_mg_kg_cd2288,digest_mg_kg_co2286,digest_mg_kg_cr2835,digest_mg_kg_cu3247,digest_mg_kg_fe2599,digest_mg_kg_k_7664,digest_mg_kg_mn2576,digest_mg_kg_ni2316,digest_mg_kg_si2516,digest_mg_kg_ti3349,digest_mg_kg_v_2924,digest_mg_kg_zn2138
LI-13,6.587,5.274,5.434,-11.69,-26.08,0.02,0.13,7.07,1.33500106673234,1.252762968495368,1.332366019094335,0.09531017980432487,5.4038478677575,1.6845453849209058,0.9162907318741551,1.3862943611198906,0.9162907318741551,2.745345985845907,1.0986122886681098,69.4,5.0,2.5,2.5,50.0,25.0,25.0,37.61,1.93,2.9,548.0,4241.52,1455.09,4.239886867512759,1.6094379124341003,0.9162907318741551,0.9162907318741551,3.912023005428146,3.2188758248682006,3.2188758248682006,3.627269972482245,0.6575200029167941,1.0647107369924282,6.306275286948016,8.35267697454965,7.282823033362713,-1.9046922297217586,1.0518193306789512,-1.2507657623150945,-1.2507657623150945,3.354404423672997,-1.9046922297217586,1.0518193306789512,-1.2507657623150945,-1.2507657623150945,3.354404423672997,-1.9838382754456867,1.0118939981083042,-1.2906910948857415,-1.2906910948857415,3.3144790911023496,0.467166822666632,2.107836058220535,0.0599760885909979,3.0297260581564487,-5.425857651628098,3927.15,2.5,0.5,6.69,0.05,2.5,8.08,8.88,7.78,9227.54,130.34,161.08,5.09,281.04,1082.83,24.95,14.27
LI-14,6.47,5.201,5.564,-4.82,-22.8,0.04,0.49,11.47,1.7578579175523736,1.252762968495368,0.6931471805599453,0.09531017980432487,5.714722414694536,2.128231705849268,0.9162907318741551,1.3862943611198906,0.9162907318741551,2.970414465569701,1.0986122886681098,145.1,5.0,2.5,2.5,50.0,25.0,25.0,36.01,5.2,76.44,625.5,4622.0,1784.0,4.977423159890142,1.6094379124341003,0.9162907318741551,0.9162907318741551,3.912023005428146,3.2188758248682006,3.2188758248682006,3.583796677660784,1.6486586255873816,4.336506119372072,6.438551329906966,8.438582790834326,7.486613313139955,-1.9046922297217586,1.0518193306789512,-1.2507657623150945,-1.2507657623150945,3.354404423672997,-1.9046922297217586,1.0518193306789512,-1.2507657623150945,-1.2507657623150945,3.354404423672997,-2.663617470629798,0.3321148029241927,-1.9704702900698527,-1.9704702900698527,2.6346998959182386,3.0591830098621644,2.279167156558283,0.37133551607747406,2.306473568150876,-4.378415898721725,6747.0,2.5,0.5,11.4,0.05,2.5,10.3,12.7,11.1,11770.0,124.9,228.8,6.4,514.1,1613.0,35.3,18.2
LI-15,6.575,5.088,5.486,-4.44,-23.88,0.04,0.42,10.92,1.4816045409242156,1.252762968495368,0.4054651081081644,0.09531017980432487,5.609435164477434,2.018895041811802,0.9162907318741551,1.3862943611198906,0.9162907318741551,2.8069901489571136,1.0986122886681098,63.4,5.0,2.5,2.5,50.0,25.0,25.0,43.89,5.02,64.9,555.32,4213.86,1609.44,4.14946386144318,1.6094379124341003,0.9162907318741551,0.9162907318741551,3.912023005428146,3.2188758248682006,3.2188758248682006,3.7816865037001426,1.6134299337036377,4.1728476237100445,6.319544524166601,8.34613437122089,7.383641571386028,-1.9046922297217586,1.0518193306789512,-1.2507657623150945,-1.2507657623150945,3.354404423672997,-1.9046922297217586,1.0518193306789512,-1.2507657623150945,-1.2507657623150945,3.354404423672997,-2.7350201059349737,0.26071216761901717,-2.0418729253750283,-2.0418729253750283,2.563297260613063,2.824121878894961,1.45645116701785,0.2647041888885546,2.4329607588850592,-2.9834814652334734,5828.31,2.5,0.5,8.43,0.05,2.5,9.54,9.74,12.65,10913.65,102.21,200.2,5.22,342.37,1477.91,30.92,16.67
LI-4,5.566,4.837,5.049,4.99,-24.63,0.06,0.5,9.2,1.547562508716013,1.252762968495368,1.809926773183504,0.18232155679395465,6.408545265388375,2.5817308344235403,0.9162907318741551,1.3862943611198906,0.9162907318741551,3.0652583362026014,1.0986122886681098,102.2,54.05,2.5,51.55,50.0,25.0,25.0,40.27,5.3,71.6,618.84,4988.98,1901.8,4.626931677769604,3.9899095440852173,0.9162907318741551,3.942552210462969,3.912023005428146,3.2188758248682006,3.2188758248682006,3.695606774863363,1.667706820558076,4.2710950739666,6.427846757850868,8.514986759033599,7.5505560851053435,-1.9046922297217586,1.0518193306789512,-1.2507657623150945,-1.2507657623150945,3.354404423672997,-2.509944525439521,3.4728285135500023,-1.8560180580328574,-1.8560180580328574,2.749152127955234,-2.9124801167217136,2.463723788483394,-2.219332936161768,-2.219332936161768,2.3858372498263227,2.744909318364777,2.1907951286229883,0.14152106495625305,2.1694210192615397,-4.745061580470024,7633.27,2.5,0.5,26.55,0.05,2.5,9.92,12.02,12.63,13787.58,238.48,268.14,6.91,325.05,1455.91,34.27,41.78
LI-5,5.999,4.989,5.131,4.92,-25.35,0.05,0.47,8.94,1.308332819650179,1.252762968495368,1.4350845252893227,0.09531017980432487,6.38130827431319,2.6026896854443837,0.9162907318741551,1.3862943611198906,0.9162907318741551,2.760009940032921,1.0986122886681098,103.9,54.5,52.0,2.5,50.0,25.0,25.0,30.78,6.11,95.11,528.5,4469.0,1732.0,4.6434288981051814,3.9982007016691985,3.9512437185814275,0.9162907318741551,3.912023005428146,3.2188758248682006,3.2188758248682006,3.426865128410733,1.809926773183504,4.555034116494294,6.270042805310292,8.404919948933452,7.4570320891223805,-2.511682827063213,3.479781720044769,-1.8577563596565492,-1.8577563596565492,2.747413826331542,-1.9046922297217586,1.0518193306789512,-1.2507657623150945,-1.2507657623150945,3.354404423672997,-2.879724289078525,2.5047707737105642,-2.1865771085185797,-2.1865771085185797,2.4185930774695117,3.06160418853566,1.411830442431281,0.31649684522486976,1.9334352004520987,-4.3938520217083,6116.0,2.5,0.5,18.0,0.05,2.5,8.7,10.6,13.7,11390.0,177.4,208.7,5.9,230.2,1308.0,31.0,30.4
LI-6,6.173,5.065,5.205,4.11,-25.49,0.04,0.3,7.67,1.252762968495368,1.252762968495368,1.3110318766193438,0.09531017980432487,6.280901329156024,2.334083760053417,0.9162907318741551,1.3862943611198906,0.9162907318741551,2.9030685886905716,1.0986122886681098,83.0,40.98,2.5,38.48,50.0,25.0,25.0,27.94,4.38,58.27,496.99,4517.03,1645.29,4.418840607796598,3.7130841428107537,0.9162907318741551,3.6501386257975055,3.912023005428146,3.2188758248682006,3.2188758248682006,3.330059353828816,1.4770487243883548,4.065087381154983,6.208569905169858,8.415609977208817,7.405671939455213,-1.9046922297217586,1.0518193306789512,-1.2507657623150945,-1.2507657623150945,3.354404423672997,-2.4514618085064286,3.2388976458176315,-1.7975353410997648,-1.7975353410997648,2.8076348448883266,-2.7100059998923394,2.389372504038305,-2.016858819332394,-2.016858819332394,2.588311366655697,2.7413757423825347,1.6952487609007492,0.15333708561590598,2.006347715056367,-4.83026953609243,5413.83,2.5,0.5,16.43,0.05,2.5,8.62,8.22,13.33,10821.64,145.49,221.64,6.71,259.72,1212.42,28.46,28.16
LI-9,5.964,4.834,5.008,6.13,-25.06,0.2,2.43,11.98,2.0794415416798357,1.252762968495368,0.3852624007906449,0.09531017980432487,4.6605102810212555,1.4951487660319727,0.9162907318741551,1.3862943611198906,0.9162907318741551,0.8712933659434192,1.0986122886681098,277.1,5.0,2.5,2.5,50.0,25.0,25.0,86.86,6.21,72.33,48.72,538.62,217.27,5.624378451868933,1.6094379124341003,0.9162907318741551,0.9162907318741551,3.912023005428146,3.2188758248682006,3.2188758248682006,4.464297627106676,1.8261608959453874,4.28123898086119,3.8860896234016415,6.289010312996652,5.3811408197471495,-1.9046922297217586,1.0518193306789512,-1.2507657623150945,-1.2507657623150945,3.354404423672997,-1.9046922297217586,1.0518193306789512,-1.2507657623150945,-1.2507657623150945,3.354404423672997,-2.8133432223588763,0.1823890511951145,-2.120196041798931,-2.120196041798931,2.4849741441891604,2.8541901196222037,2.5186023251691445,0.39911203470640166,3.03724876586769,-4.422781134792976,825.25,2.5,0.5,1.11,0.01,2.5,0.85,1.55,1.55,1366.27,42.64,24.4,0.95,17.81,97.05,3.07,5.66
LV-14,7.861,7.38,7.357,3.27,-15.68,0.03,0.12,4.14,0.7884573603642702,1.252762968495368,2.481567748522486,0.09531017980432487,6.470985245045557,2.7813006628418027,0.9162907318741551,1.3862943611198906,0.9162907318741551,2.9668182633893485,1.0986122886681098,286.1,5.0,2.5,2.5,50.0,25.0,25.0,32.83,21.02,52.07,189.14,8027.89,3570.72,5.656341400056065,1.6094379124341003,0.9162907318741551,0.9162907318741551,3.912023005428146,3.2188758248682006,3.2188758248682006,3.4913427315135013,3.045474365448805,3.952588967174808,5.242487481587366,8.990677007779505,8.180522535111141,-1.9046922297217586,1.0518193306789512,-1.2507657623150945,-1.2507657623150945,3.354404423672997,-1.9046922297217586,1.0518193306789512,-1.2507657623150945,-1.2507657623150945,3.354404423672997,-2.957175065280053,0.038557208273937826,-2.264027884720108,-2.264027884720108,2.3411423012679835,2.3817082630146453,2.5344037981002727,1.4745936612886426,1.9204620273533388,-3.205636424578553,9476.1,2.5,0.5,12.45,0.1,2.5,9.06,22.61,18.53,19342.63,1116.53,323.71,24.5,155.08,165.94,9.66,47.41
LV-18,7.978,7.727,7.399,6.15,-14.37,0.06,0.51,9.06,0.832909122935104,6.680114128615478,2.926382195419198,0.09531017980432487,6.526553423009652,2.89977188240808,0.9162907318741551,1.3862943611198906,0.9162907318741551,3.34814816057234,1.0986122886681098,351.8,145.0,99.86,45.14,50.0,25.0,25.0,70.75,24.84,56.97,130.34,10249.5,6184.63,5.8630628323034575,4.976733742420574,4.603769205072463,3.8097687713893897,3.912023005428146,3.2188758248682006,3.2188758248682006,4.259152536523347,3.212455257065278,4.042524813492304,4.870146420904234,9.234984202888942,8.729822460886808,-2.64218792436142,4.001802109237597,-1.988261456954756,-1.988261456954756,2.616908729033335,-2.4833878376248055,3.366601762291139,-1.8294613702181415,-1.8294613702181415,2.7757088157699497,-3.4167661822667794,2.946261921273685,-2.7236190017068345,-2.7236190017068345,1.881551184281257,2.012052992345415,2.1810630084866154,1.1819834359183887,2.228680715376458,-3.5675890720013634,11197.6,2.5,0.5,11.38,0.5,2.5,10.18,32.83,11.48,23073.85,1237.52,374.15,25.95,275.45,167.66,7.68,50.1
MD-BJA1,8.183,7.155,7.702,0.47,-41.87,0.25,0.01,0.04,1.410986973710262,1.252762968495368,1.3862943611198906,0.09531017980432487,5.520260197285728,1.410986973710262,0.9162907318741551,1.3862943611198906,0.9162907318741551,4.0943445622221,1.0986122886681098,618.9,566.5,500.5,66.0,13319.79,6172.19,7147.6,3205.9,697.75,5894.5,4679.0,3339.0,25740.0,6.427943708745316,6.339477080468061,6.215607598755275,4.189654742026425,9.497006178204334,8.727808997195877,8.874531915004507,8.072748141167125,6.5478608724164316,8.681774991732182,8.450839690866216,8.113426639943654,10.155801481150117,-2.9050693471900253,1.8334895271768952,2.494301327093904,-5.768412432698271,4.345690925617498,-1.465034985446732,0.519647492452648,0.7971644382570235,-5.056301610693668,5.20452466543073,-2.8570651345701648,0.8841766108028928,1.5071891764170209,-6.148447650225114,4.041705708539165,3.2264745220670132,-1.1054097050213576,1.0925604027512632,2.6174476715019566,-3.258631602262672,16570.0,2.5,1.3,25.9,0.4,2.5,5.8,15.0,29.6,9424.0,969.4,148.2,15.5,212.2,123.5,19.5,18.4
MD-UN11,7.86,7.293,7.65,8.2,-23.29,0.13,0.03,0.22,2.379546134130174,1.252762968495368,2.5915163848462583,0.09531017980432487,5.6513306146537765,2.3282528397426234,0.9162907318741551,1.3862943611198906,0.9162907318741551,4.422088340247728,1.0986122886681098,2564.6,988.45,838.03,150.42,11896.79,3909.65,7987.14,2535.21,992.17,5766.58,3846.61,5882.47,28227.09,7.849557800025015,6.896138059641946,6.731053899363968,5.013431381398257,9.384023894811953,8.271203134906292,8.985588027247553,7.838031752830907,6.899894463570288,8.659834462803092,8.254947519916323,8.67973202071601,10.248037434106395,-1.8962877074734732,2.2537920733562613,1.7121105123462241,-5.863556187127598,3.793941308898585,-1.6143755602800907,1.187490126511289,0.47947427741507376,-5.212235616006859,5.159646772360586,-2.465099968327576,1.3246592976733158,0.7593645081196563,-6.264625942528576,3.812545132843323,3.0883557008344615,-1.0249975723292186,1.3284157016016573,2.2665529908622766,-2.8251698487493297,15408.37,2.5,0.5,46.41,0.8,2.5,9.56,28.49,27.29,18217.13,1896.41,292.93,18.23,536.95,124.3,30.08,42.33
MD-UN6,8.539,7.026,7.596,-5.69,-28.36,0.11,0.02,0.19,1.840549633397487,1.252762968495368,2.3570732782781154,0.09531017980432487,5.962936463493444,1.7884205679625405,0.9162907318741551,1.3862943611198906,0.9162907318741551,4.047776926405766,1.0986122886681098,296.1,473.34,389.36,83.98,7830.3,25.0,7805.3,1916.29,851.58,5781.93,4118.53,3317.73,28874.5,5.690697235107546,6.159813946335053,5.964504365525199,4.430578675256047,8.965756102427125,3.2188758248682006,8.962558269110277,7.5581463040712284,6.747093447539221,8.662492815965477,8.323251582560188,8.10703609311744,10.270714131656854,-0.5714926156913585,2.5788013529032403,2.9315158242837276,-4.77199737374185,-0.16682718775375838,-1.1903629611408735,0.6562181616829426,0.5066019186137556,-5.160654874692995,5.188197755537172,-1.9629866040581545,0.7983001891706216,1.0783795974838313,-6.0546609377243765,3.604242345262694,3.3009790588010457,-1.1259590263908068,1.3855796903747901,2.1966325469067973,-3.2205068598264406,16245.02,2.5,3.78,39.54,0.5,2.5,6.37,14.24,40.84,9990.04,1340.64,156.57,15.84,317.13,96.12,18.43,29.58
ME-A1-1,8.786,8.083,7.876,-9.22,-4.19,0.01,0.17,23.07,1.3862943611198906,1.252762968495368,2.3194422100604686,0.33647223662121295,6.2878585601617845,0.9162907318741551,1.673351238177753,1.3862943611198906,0.9162907318741551,4.436396441739405,1.0986122886681098,976.1,294.77,229.72,65.05,50.0,25.0,25.0,300.85,13.15,95.28,2327.62,13316.53,9578.63,6.88356504018092,5.68619539122915,5.436861175996095,4.1751562049585145,3.912023005428146,3.2188758248682006,3.2188758248682006,5.7066118016663605,2.5764217586237734,4.556819925047044,7.752601565287273,9.496761399645113,9.167289854475488,-0.08990232962061873,3.9885496887451217,-2.834605848370864,-2.834605848370864,1.7705643376172269,-2.5564653243386304,3.6589117091464387,-1.9025388569319666,-1.9025388569319666,2.702631329056125,-1.1941975395971076,3.100715949001113,-3.2786266227879826,-3.2786266227879826,1.3265435632001088,1.971340482819007,1.8205078298906883,-0.009057683604263733,3.1211323594383233,-3.579731715571904,8135.08,2.5,0.5,40.63,0.05,2.5,12.2,20.46,5.85,15181.45,1917.34,215.73,52.62,151.41,1090.73,31.25,27.62
ME-A2-3,9.854,8.147,8.062,-15.58,-1.53,0.01,0.47,39.14,1.410986973710262,1.252762968495368,2.3608540011180215,0.5306282510621704,6.571303042160927,0.9162907318741551,0.9162907318741551,1.3862943611198906,0.9162907318741551,4.921439715291784,1.0986122886681098,300.6,5.0,2.5,2.5,50.0,25.0,25.0,265.29,5.68,59.06,3109.0,18070.0,19280.0,5.705780477318874,1.6094379124341003,0.9162907318741551,0.9162907318741551,3.912023005428146,3.2188758248682006,3.2188758248682006,5.580823567255753,1.7369512327330598,4.078553876315777,8.042056410058754,9.802008383586275,9.866823568164536,1.5663460903766906,0.18405975065433888,-2.118525342339707,-2.118525342339707,2.486644843648384,1.2586661146613283,0.2609797445831793,-2.0416053484108665,-2.0416053484108665,2.563564837577225,0.7992968192626955,-0.4096635265742796,-2.7122486195683253,-2.7122486195683253,1.892921566419766,2.059452437307397,1.9422829959574903,-0.28215020627532006,3.561722128247373,-4.139364975208471,10560.0,2.5,0.5,51.2,0.05,2.5,15.7,27.8,6.0,19140.0,2503.0,279.0,70.3,189.5,1142.0,43.3,35.2
ME-B1-2,9.231,7.897,7.79,-18.32,-2.18,0.01,0.41,41.86,1.1314021114911006,1.252762968495368,2.33214389523559,0.5877866649021191,6.583685809077966,0.9162907318741551,1.3862943611198906,1.3862943611198906,0.9162907318741551,5.1440000061636795,1.0986122886681098,179.6,5.0,2.5,2.5,50.0,25.0,25.0,171.89,10.13,69.5,3595.0,24720.0,21520.0,5.190732155868099,1.6094379124341003,0.9162907318741551,0.9162907318741551,3.912023005428146,3.2188758248682006,3.2188758248682006,5.146854737340066,2.315501318260592,4.241326752570746,8.187299270155147,10.115367911571628,9.976738014275721,-1.9046922297217586,1.0518193306789512,-1.2507657623150945,-1.2507657623150945,3.354404423672997,-1.9046922297217586,1.0518193306789512,-1.2507657623150945,-1.2507657623150945,3.354404423672997,-3.0709896871259272,-0.07525741357193638,-2.377842506565982,-2.377842506565982,2.2273276794221095,2.556631426564709,2.05677657822707,0.6308059922545552,3.462159411334029,-3.031768973972646,12850.0,2.5,0.5,58.2,0.05,2.5,20.4,35.0,11.7,23250.0,2507.0,331.7,99.0,247.9,1426.0,52.0,41.0
ME-c2-3,9.534,7.963,7.948,-18.56,-8.35,0.02,0.37,19.52,1.252762968495368,1.252762968495368,3.3442742342625342,0.636576829071551,6.652553303974038,0.9162907318741551,1.6808279085207734,1.3862943611198906,0.9162907318741551,5.153696136936908,1.0986122886681098,383.7,50.75,48.25,2.5,50.0,25.0,25.0,244.43,9.56,60.14,3743.54,31441.35,19950.3,5.949860997252907,3.926911617921897,3.876395827784995,0.9162907318741551,3.912023005428146,3.2188758248682006,3.2188758248682006,5.498928969355161,2.25758772706331,4.096675177560383,8.227786966801313,10.355879184552592,9.90099945979893,-2.4967132489039265,3.419903407407623,-1.8427867814972625,-1.8427867814972625,2.7623834044908286,-1.9046922297217586,1.0518193306789512,-1.2507657623150945,-1.2507657623150945,3.354404423672997,-3.2658566685205046,2.047349310521283,-2.572709487960559,-2.572709487960559,2.032460698027532,2.2171128701597684,1.9275445280779724,0.378025419662696,3.6193666619545466,-3.810583843962177,18966.2,2.5,0.5,106.76,0.05,2.5,23.16,49.3,15.21,29542.74,7209.74,373.26,93.74,185.59,3234.59,80.32,59.24
ME-C3-1,9.617,7.866,7.881,-19.6,-7.35,0.02,0.37,21.85,1.3609765531356006,1.252762968495368,2.7166795278002644,0.5306282510621704,6.512250402668226,1.4838746894587547,0.9162907318741551,1.3862943611198906,0.9162907318741551,4.962704760338705,1.0986122886681098,277.9,5.0,2.5,2.5,50.0,25.0,25.0,283.26,6.01,52.3,3162.32,23927.86,18156.31,5.627261336748458,1.6094379124341003,0.9162907318741551,0.9162907318741551,3.912023005428146,3.2188758248682006,3.2188758248682006,5.64636520378625,1.7934247485471162,3.9569963710708773,8.059061214419895,10.082798749406676,9.806773437676021,0.9342940281747969,0.3420727662048122,-1.9605123267892335,-1.9605123267892335,2.6446578591988574,-1.9046922297217586,1.0518193306789512,-1.2507657623150945,-1.2507657623150945,3.354404423672997,-0.3513448683968998,-0.2787741755620645,-2.58135926855611,-2.58135926855611,2.023810917431981,2.0687842830747125,2.087911842838505,-0.0947873394490486,3.7581531157900856,-4.051035238615052,13897.8,2.5,0.5,73.35,0.05,2.5,19.94,33.47,13.43,22264.53,4147.29,357.82,82.97,170.84,1344.69,53.31,42.79
MF1-1,7.819,5.904,6.746,-6.14,-22.72,0.02,0.11,6.1,1.4816045409242156,1.9154509415706047,2.172476407647025,0.18232155679395465,5.691068662236126,2.0399207835175526,0.9162907318741551,1.3862943611198906,0.9162907318741551,3.0378334495726262,1.0986122886681098,59.6,90.44,43.86,46.58,412.3,25.0,387.3,106.69,8.52,17.45,303.79,2093.81,3543.91,4.087655574071304,4.504686647409769,3.781002742989742,3.841171264456195,6.021751239712854,3.2188758248682006,5.959199586520707,4.66992743320337,2.1424163408412245,2.859339648648436,5.716336673227553,7.646740651879199,8.172985916368653,-2.477634631944876,3.3435889395714207,-1.8237081645382118,-1.8237081645382118,2.781462021449879,-3.6332467491539315,2.248145343828818,-0.0017519788209479081,-2.9793202817472677,4.36617366589333,-3.4616478176381635,2.4293331908914957,-0.4344168770248018,-2.7685006370782186,3.946397783194581,0.783986192130163,2.0196575502469876,0.06706288432295127,2.5945739766850964,-5.176446245730091,8364.27,2.5,0.5,32.83,0.3,2.5,5.89,10.58,6.99,12275.45,1793.41,231.34,7.09,395.11,368.16,20.96,22.75
