grid_id,lat,lon,proj_x_epsg3031,proj_y_epsg3031,wgs84_elev_from_pgc,dist_coast_scar_km,precipitation_racmo,temperature_racmo,slope_dem,aspect_dem,litho,acbr,region_tm,region_svl,region_nvl,region_nwap
GRID_03073,-86.457,-165.312,-97568.27668555589,-372225.74589660694,2433.49,125731.32,74.956,-35.99,12.03429985,284.6199951,w,Transantarctic Mountains,1,0,0,0
GRID_03074,-86.46,-165.456,-96550.58740332662,-372154.19184600556,2245.77,126296.85,74.956,-35.99,1.362669945,250.6629944,w,Transantarctic Mountains,1,0,0,0
GRID_03075,-85.29,-170.146,-87567.50299049549,-504128.5304893214,1954.91,53137.53,192.858,-34.346,23.9496994,249.8529968,w,Transantarctic Mountains,1,0,0,0
GRID_03076,-85.326,-169.383,-93551.5574147559,-499069.3271691788,1790.54,53724.19,192.858,-34.346,56.0489006,181.9129944,w,Transantarctic Mountains,1,0,0,0
GRID_03077,-85.338,-169.584,-91564.23595306932,-498110.8275894949,2269.0,55631.0,192.858,-34.346,54.87540054,153.9579926,w,Transantarctic Mountains,1,0,0,0
GRID_03078,-85.14,-169.463,-96554.27341399222,-519089.2395670411,1613.89,35944.08,271.561,-28.725,31.31940079,262.1130066,w,Transantarctic Mountains,1,0,0,0
GRID_03079,-85.151,-169.549,-95557.976252278,-518056.898679952,1871.42,37358.05,271.561,-28.725,42.80609894,3.976979971,w,Transantarctic Mountains,1,0,0,0
GRID_03080,-85.158,-169.423,-96557.24628634247,-517097.01601598883,1309.68,37410.93,271.561,-28.725,37.31389999,344.644989,g,Transantarctic Mountains,1,0,0,0
GRID_03081,-85.172,-169.725,-93558.72109747694,-516100.3587850985,2041.24,40186.02,271.561,-28.725,38.6692009,321.1229858,w,Transantarctic Mountains,1,0,0,0
GRID_03082,-85.192,-169.793,-92560.63407244267,-514070.0091700101,1476.0,42324.5,271.561,-28.725,57.73619843,322.9790039,w,Transantarctic Mountains,1,0,0,0
GRID_03083,-85.204,-169.99,-90565.68461765524,-513099.8347021616,1873.6,44428.1,271.561,-28.725,42.7798996,352.29599,w,Transantarctic Mountains,1,0,0,0
GRID_03084,-85.214,-169.41,-95555.12093525159,-511087.5952653123,1433.86,42675.24,271.561,-28.725,24.94540024,284.9819946,w,Transantarctic Mountains,1,0,0,0
GRID_03085,-85.234,-169.478,-94551.22945097594,-509061.8386195889,1432.7,44873.24,271.561,-28.725,15.08710003,269.1539917,w,Transantarctic Mountains,1,0,0,0
GRID_03086,-85.241,-169.349,-95556.40640664479,-508099.41010114364,1152.69,45094.57,271.561,-28.725,10.27610016,188.1670074,w,Transantarctic Mountains,1,0,0,0
GRID_03087,-85.243,-169.457,-94558.68920758336,-508064.7640310735,1387.34,45677.01,271.561,-28.725,21.13310051,256.5920105,w,Transantarctic Mountains,1,0,0,0
GRID_03088,-85.298,-170.698,-82565.98766742449,-504090.1002218894,2287.78,56460.85,192.858,-34.346,28.92140007,279.5230103,w,Transantarctic Mountains,1,0,0,0
GRID_03089,-85.39,-170.626,-81569.64275704617,-494113.6980742914,2769.46,64688.68,192.858,-34.346,17.7887001,226.5630035,w,Transantarctic Mountains,1,0,0,0
GRID_03090,-84.8,-171.699,-81568.3570742504,-559062.4548717387,1205.78,28159.88,169.558,-19.962,46.53620148,162.5010071,g,Transantarctic Mountains,1,0,0,0
GRID_03091,-84.809,-171.684,-81573.08551179731,-558072.1304545488,1237.84,29028.0,169.558,-19.962,18.71559906,295.0119934,g,Transantarctic Mountains,1,0,0,0
GRID_03092,-84.807,-170.866,-89566.52629372315,-557065.5443595693,1001.61,25515.17,169.558,-19.962,15.14770031,254.1300049,g,Transantarctic Mountains,1,0,0,0
GRID_03093,-84.813,-171.267,-85566.47171320705,-557033.4916088078,1178.0,27578.85,169.558,-19.962,34.55759811,59.17779922,g,Transantarctic Mountains,1,0,0,0
GRID_03094,-84.818,-171.67,-81567.57914306744,-557083.272829985,1349.75,29856.5,169.558,-19.962,16.36619949,149.602005,g,Transantarctic Mountains,1,0,0,0
GRID_03095,-84.816,-170.85,-89566.3661801216,-556073.7299671253,528.462,26271.8,169.558,-19.962,33.30210114,42.67169952,g,Transantarctic Mountains,1,0,0,0
GRID_03096,-84.82,-171.151,-86576.89341360185,-556106.550216952,746.186,27900.67,169.558,-19.962,44.43069839,234.6260071,g,Transantarctic Mountains,1,0,0,0
GRID_03097,-84.828,-171.035,-87566.9587553929,-555070.3341138568,724.205,28289.21,169.558,-19.962,35.65890121,215.8639984,g,Transantarctic Mountains,1,0,0,0
GRID_03098,-84.83,-171.136,-86554.8240793549,-555008.8259452209,1190.58,28767.39,169.558,-19.962,24.23880005,218.5220032,g,Transantarctic Mountains,1,0,0,0
GRID_03099,-84.836,-170.918,-88562.8542971265,-554030.8520524668,792.961,28450.46,169.558,-19.962,36.89780045,176.7810059,g,Transantarctic Mountains,1,0,0,0
GRID_03100,-84.839,-171.12,-86558.65015283923,-554017.1478536383,1209.73,29642.33,169.558,-19.962,42.25429916,47.74610138,g,Transantarctic Mountains,1,0,0,0
GRID_03101,-84.845,-171.625,-81577.2095994618,-554112.6893842273,1209.91,32326.21,169.558,-19.962,35.0379982,55.91960144,g,Transantarctic Mountains,1,0,0,0
GRID_03102,-84.843,-170.801,-89572.264632239,-553097.0289435805,1043.81,28630.7,169.558,-19.962,37.41339874,241.2449951,g,Transantarctic Mountains,1,0,0,0
GRID_03103,-84.845,-170.902,-88562.72794679279,-553039.2001307666,1311.96,29233.45,169.558,-19.962,39.79410172,133.0829926,g,Transantarctic Mountains,1,0,0,0
GRID_03104,-84.849,-171.205,-85570.29685373166,-553069.7266628179,1094.89,31000.88,169.558,-19.962,27.49760056,61.12419891,g,Transantarctic Mountains,1,0,0,0
GRID_03105,-84.853,-171.509,-82570.36860683624,-553085.5245553156,1252.15,32570.51,169.558,-19.962,29.39279938,242.2619934,g,Transantarctic Mountains,1,0,0,0
GRID_03106,-84.852,-170.785,-89569.90424982688,-552105.4189080435,1169.46,29083.23,169.558,-19.962,40.15000153,254.0429993,g,Transantarctic Mountains,1,0,0,0
GRID_03107,-84.854,-170.886,-88562.05581285809,-552047.5986713603,1312.23,30029.3,169.558,-19.962,4.638110161,130.4149933,g,Transantarctic Mountains,1,0,0,0
GRID_03108,-84.861,-171.392,-83569.3394077615,-552055.1602058696,1325.69,32873.89,169.558,-19.962,16.58139992,205.5599976,g,Transantarctic Mountains,1,0,0,0
GRID_03109,-84.863,-170.87,-88560.83792349692,-551056.0478889365,1364.65,30181.85,169.558,-19.962,13.44970036,314.4060059,g,Transantarctic Mountains,1,0,0,0
GRID_03110,-84.864,-170.971,-87572.23439344658,-551103.8532959253,1159.96,31174.99,169.558,-19.962,23.1446991,93.10340118,g,Transantarctic Mountains,1,0,0,0
GRID_03111,-84.869,-171.275,-84564.44784557048,-551023.0315033158,1160.45,33234.69,169.558,-19.962,21.94639969,90.04319763,g,Transantarctic Mountains,1,0,0,0
GRID_03112,-84.872,-170.854,-88559.074306955,-550064.547998175,1408.09,30316.73,169.558,-19.962,22.51519966,99.95079803,g,Transantarctic Mountains,1,0,0,0
GRID_03113,-84.876,-171.158,-85572.41438662026,-550096.6557667071,1219.65,33285.49,169.558,-19.962,22.09670067,114.6029968,g,Transantarctic Mountains,1,0,0,0
GRID_03114,-84.878,-171.26,-84559.91338338476,-550033.0522495203,990.309,34081.96,169.558,-19.962,29.44630051,56.51300049,g,Transantarctic Mountains,1,0,0,0
GRID_03115,-84.88,-170.736,-89551.61853799011,-549021.9567146541,1497.73,29501.0,169.558,-19.962,16.0189991,132.5,g,Transantarctic Mountains,1,0,0,0
GRID_03116,-84.884,-171.041,-86560.00844643553,-549060.997688814,1399.45,32451.94,169.558,-19.962,38.19129944,13.54170036,g,Transantarctic Mountains,1,0,0,0
GRID_03117,-84.885,-171.142,-85575.24591581727,-549105.230524447,1213.96,33437.53,169.558,-19.962,40.53010178,60.87649918,g,Transantarctic Mountains,1,0,0,0
GRID_03118,-84.889,-170.719,-89556.59341755975,-548028.9972518721,1402.2,29706.12,169.558,-19.962,13.06340027,261.875,g,Transantarctic Mountains,1,0,0,0
GRID_03119,-84.89,-170.821,-88563.47582243806,-548080.1561095174,1715.51,30682.14,169.558,-19.962,16.37240028,347.8280029,g,Transantarctic Mountains,1,0,0,0
GRID_03120,-84.892,-170.923,-87553.29589673915,-548022.0812140296,1498.01,31659.65,169.558,-19.962,12.37969971,11.20240021,g,Transantarctic Mountains,1,0,0,0
GRID_03121,-84.897,-171.331,-83566.68203032197,-548093.872115396,1070.3,35582.2,169.558,-19.962,32.87620163,67.16819763,g,Transantarctic Mountains,1,0,0,0
GRID_03122,-84.898,-170.702,-89560.98811442645,-547036.0903020242,1567.98,29943.25,169.558,-19.962,62.7052002,319.3070068,g,Transantarctic Mountains,1,0,0,0
GRID_03123,-84.905,-171.213,-84562.33741906546,-547060.4474686012,1028.07,34803.7,169.558,-19.962,0.207472995,227.8350067,g,Transantarctic Mountains,1,0,0,0
GRID_03124,-84.908,-170.788,-88565.62553572812,-546095.9704540755,1744.12,31171.53,169.558,-19.962,20.03350067,178.2579956,g,Transantarctic Mountains,1,0,0,0
GRID_03125,-84.911,-170.992,-86569.6057361436,-546085.4815382507,1472.9,33099.23,169.558,-19.962,42.08000183,39.64300156,g,Transantarctic Mountains,1,0,0,0
GRID_03126,-84.913,-171.094,-85563.6219658812,-546023.7623998139,1203.0,34066.15,169.558,-19.962,34.04259872,357.9509888,g,Transantarctic Mountains,1,0,0,0
GRID_03127,-84.916,-170.669,-89558.52414849775,-545051.998091468,1809.04,30509.55,169.558,-19.962,47.49670029,8.250570297,g,Transantarctic Mountains,1,0,0,0
GRID_03128,-84.917,-170.771,-88570.61296733233,-545103.1826330122,1763.86,31460.77,169.558,-19.962,41.79669952,299.571991,g,Transantarctic Mountains,1,0,0,0
GRID_03129,-84.919,-170.874,-87556.03315277932,-545046.6881096171,1475.87,32414.93,169.558,-19.962,37.03310013,51.85810089,g,Transantarctic Mountains,1,0,0,0
GRID_03130,-84.927,-171.489,-81571.88090538626,-545094.3056305338,1114.13,38189.09,169.558,-19.962,10.25080013,220.2359924,g,Transantarctic Mountains,1,0,0,0
GRID_03131,-84.922,-170.447,-91561.3882327122,-544057.1831716497,1816.73,28965.69,169.558,-19.962,53.49000168,36.14619827,g,Transantarctic Mountains,1,0,0,0
GRID_03132,-84.923,-170.55,-90565.33245572854,-544113.5845360021,1407.38,29899.33,169.558,-19.962,8.35406971,48.32839966,g,Transantarctic Mountains,1,0,0,0
GRID_03133,-84.928,-170.857,-87562.16153474599,-544053.9738311963,1209.01,32723.72,169.558,-19.962,21.30830002,343.2120056,g,Transantarctic Mountains,1,0,0,0
GRID_03134,-84.942,-170.515,-90557.06208234098,-542019.3352789525,1968.01,30332.67,169.558,-19.962,54.24150085,165.375,g,Transantarctic Mountains,1,0,0,0
GRID_03135,-84.943,-170.618,-89564.79900872444,-542073.9150714016,1539.4,31322.46,169.558,-19.962,45.59859848,104.9789963,g,Transantarctic Mountains,1,0,0,0
GRID_03136,-84.954,-170.704,-88557.74292787717,-541026.7386030734,1235.82,32461.21,169.558,-19.962,10.75870037,139.1840057,g,Transantarctic Mountains,1,0,0,0
GRID_03137,-84.952,-171.236,-83563.63457357523,-542040.7207517786,1152.61,37159.72,169.558,-19.962,55.74039841,306.7170105,g,Transantarctic Mountains,1,0,0,0
GRID_03138,-84.953,-171.339,-82572.69657490353,-542082.5146995594,1181.71,38102.52,169.558,-19.962,16.97179985,143.3950043,g,Transantarctic Mountains,1,0,0,0
GRID_03139,-84.962,-171.324,-82566.91272015336,-541092.957139595,1503.78,38393.53,169.558,-19.962,31.96699905,98.50930023,g,Transantarctic Mountains,1,0,0,0
GRID_03140,-84.971,-171.308,-82570.04403827776,-540102.0057489477,1596.72,38543.94,271.561,-28.725,57.28530121,263.4190063,g,Transantarctic Mountains,1,0,0,0
GRID_03141,-84.979,-171.188,-83567.72210123773,-539067.8383995617,1687.29,37735.38,271.561,-28.725,33.62469864,288.6220093,g,Transantarctic Mountains,1,0,0,0
GRID_03142,-84.982,-171.396,-81561.37967367526,-539044.9639999253,1920.55,39700.62,271.561,-28.725,37.63370132,302.3110046,g,Transantarctic Mountains,1,0,0,0
GRID_03143,-84.979,-170.55,-89565.04574760247,-538103.8943867582,1693.72,32104.96,271.561,-28.725,53.27030182,184.076004,g,Transantarctic Mountains,1,0,0,0
GRID_03144,-84.99,-170.636,-88562.55268840214,-537056.9869409419,1622.46,33333.8,271.561,-28.725,11.54360008,166.7619934,g,Transantarctic Mountains,1,0,0,0
GRID_03145,-84.991,-170.74,-87570.06666791589,-537109.4846122783,1641.14,34296.45,271.561,-28.725,39.43239975,275.4819946,g,Transantarctic Mountains,1,0,0,0
GRID_03146,-85.0,-171.364,-81568.39004501367,-537063.3303795283,2554.06,40110.44,271.561,-28.725,35.06829834,206.8919983,d,Transantarctic Mountains,1,0,0,0
GRID_03147,-84.996,-170.411,-90562.15054022714,-536061.4505492533,1749.08,31721.33,271.561,-28.725,32.18700027,77.98400116,g,Transantarctic Mountains,1,0,0,0
GRID_03148,-85.0,-170.723,-87571.58865406328,-536117.1886383512,2005.93,34576.82,271.561,-28.725,22.41230011,166.4920044,s,Transantarctic Mountains,1,0,0,0
GRID_03149,-85.003,-170.931,-85573.31508169006,-536109.2810868949,1918.77,36493.35,271.561,-28.725,32.55929947,187.753006,d,Transantarctic Mountains,1,0,0,0
GRID_03150,-85.005,-171.035,-84566.1549358764,-536048.8081595072,1928.61,37454.88,271.561,-28.725,31.63129997,159.1730042,d,Transantarctic Mountains,1,0,0,0
GRID_03151,-85.008,-171.244,-82560.54983631484,-536031.1574668642,2236.25,39383.7,271.561,-28.725,10.33679962,237.0529938,d,Transantarctic Mountains,1,0,0,0
GRID_03152,-85.009,-171.348,-81571.07630663863,-536072.5841636609,2730.01,40350.71,271.561,-28.725,33.08649826,246.2660065,s,Transantarctic Mountains,1,0,0,0
GRID_03153,-85.012,-170.915,-85568.42436617445,-535118.5595366975,2786.73,36784.16,271.561,-28.725,36.24620056,200.3939972,d,Transantarctic Mountains,1,0,0,0
GRID_03154,-85.014,-171.019,-84563.00275510346,-535058.090371105,2800.19,37738.29,271.561,-28.725,42.10390091,107.6149979,s,Transantarctic Mountains,1,0,0,0
GRID_03155,-85.018,-171.332,-81573.21665437358,-535081.8852971642,2968.93,40613.91,271.561,-28.725,36.14649963,249.4649963,s,Transantarctic Mountains,1,0,0,0
GRID_03156,-85.014,-170.376,-90562.22348897185,-534075.4115134554,1567.86,32416.15,271.561,-28.725,41.65850067,263.3880005,g,Transantarctic Mountains,1,0,0,0
GRID_03157,-85.016,-170.48,-89556.6670076003,-534024.3378795373,1766.31,33345.47,271.561,-28.725,36.69490051,220.1900024,g,Transantarctic Mountains,1,0,0,0
GRID_03158,-85.023,-171.002,-84568.62617106816,-534065.947180984,3143.7,38045.85,271.561,-28.725,38.93330002,115.3079987,d,Transantarctic Mountains,1,0,0,0
GRID_03159,-85.026,-170.567,-88567.38777573445,-533086.556130461,2126.77,34645.57,271.561,-28.725,24.79260063,346.5440063,g,Transantarctic Mountains,1,0,0,0
GRID_03160,-85.083,-169.369,-98549.63075487711,-525024.0843558037,1214.38,30354.91,271.561,-28.725,34.1147995,264.5830078,g,Transantarctic Mountains,1,0,0,0
GRID_03161,-84.653,-171.132,-89562.59340764754,-574032.0908584754,393.281,11190.03,169.558,-19.962,32.85189819,274.7789917,g,Transantarctic Mountains,1,0,0,0
GRID_03162,-84.671,-171.102,-89560.17572526334,-572049.9628759766,287.783,12904.64,169.558,-19.962,28.36709976,2.561650038,g,Transantarctic Mountains,1,0,0,0
GRID_03163,-84.68,-171.086,-89568.16631009076,-571057.4068179148,304.229,13790.0,169.558,-19.962,29.45179939,39.57030106,g,Transantarctic Mountains,1,0,0,0
GRID_03164,-84.689,-171.071,-89565.66117395343,-570066.4616291414,310.366,14619.16,169.558,-19.962,31.66300011,174.8600006,g,Transantarctic Mountains,1,0,0,0
GRID_03165,-84.691,-171.169,-88557.0651859558,-570003.77152041,463.112,15139.36,169.558,-19.962,32.58430099,193.279007,g,Transantarctic Mountains,1,0,0,0
GRID_03166,-84.685,-170.174,-98553.33569364151,-569023.3332630981,200.654,10636.22,169.558,-19.962,2.102430105,225.9779968,c,Transantarctic Mountains,1,0,0,0
GRID_03167,-84.694,-170.761,-92561.33825953615,-569036.5040267097,410.809,13725.14,169.558,-19.962,38.7458992,246.0679932,g,Transantarctic Mountains,1,0,0,0
GRID_03168,-84.695,-170.859,-91570.62352039613,-569086.5573081302,591.789,14314.31,169.558,-19.962,32.42139816,105.4670029,g,Transantarctic Mountains,1,0,0,0
GRID_03169,-84.698,-169.846,-101559.79305792366,-567057.381216878,193.825,10303.43,169.558,-19.962,28.76129913,194.5070038,g,Transantarctic Mountains,1,0,0,0
GRID_03170,-84.7,-169.944,-100551.73673849544,-567015.9755860122,138.9,10851.21,169.558,-19.962,17.45940018,113.0360031,g,Transantarctic Mountains,1,0,0,0
GRID_03171,-84.701,-170.042,-99562.93624375446,-567079.9567287771,289.783,11429.59,169.558,-19.962,29.18589973,147.9199982,g,Transantarctic Mountains,1,0,0,0
GRID_03172,-84.703,-170.14,-98555.5775865703,-567035.0073983193,184.499,12062.33,169.558,-19.962,4.259669781,71.08719635,c,Transantarctic Mountains,1,0,0,0
GRID_03173,-84.705,-169.731,-102561.95635112625,-566102.8949184907,270.232,10678.27,169.558,-19.962,44.88899994,325.6650085,g,Transantarctic Mountains,1,0,0,0
GRID_03174,-84.709,-169.927,-100548.68206716036,-566021.8834708526,385.92,11691.57,169.558,-19.962,36.49290085,205.776001,g,Transantarctic Mountains,1,0,0,0
GRID_03175,-84.71,-170.025,-99561.55023742777,-566085.8672405118,361.042,12239.29,169.558,-19.962,3.987979889,124.6340027,g,Transantarctic Mountains,1,0,0,0
GRID_03176,-84.712,-170.123,-98555.82856020864,-566040.9296798207,234.86,12832.69,169.558,-19.962,14.01229954,210.1529999,g,Transantarctic Mountains,1,0,0,0
GRID_03177,-84.713,-170.221,-97569.03383291485,-566101.441220401,235.659,13473.59,169.558,-19.962,0.445160002,125.7040024,c,Transantarctic Mountains,1,0,0,0
GRID_03178,-84.727,-171.108,-88558.36337304638,-566038.9470903059,503.503,18470.35,169.558,-19.962,46.54159927,4.782060146,g,Transantarctic Mountains,1,0,0,0
GRID_03179,-84.716,-169.811,-101559.69228521413,-565067.471924877,551.541,12024.17,169.558,-19.962,39.19459915,308.5390015,g,Transantarctic Mountains,1,0,0,0
GRID_03180,-84.718,-169.909,-100554.90923319678,-565026.0955214896,375.718,12526.89,169.558,-19.962,24.27519989,80.63690186,c,Transantarctic Mountains,1,0,0,0
GRID_03181,-84.719,-170.008,-99559.58438910001,-565091.8358625036,260.738,13074.26,169.558,-19.962,2.708050013,155.7250061,g,Transantarctic Mountains,1,0,0,0
GRID_03182,-84.734,-170.993,-89575.0517702752,-565107.7678040087,542.382,18724.97,169.558,-19.962,26.27400017,269.1340027,g,Transantarctic Mountains,1,0,0,0
GRID_03183,-84.736,-171.092,-88564.78385579873,-565046.700637965,575.427,19300.08,169.558,-19.962,66.81749725,108.9680023,g,Transantarctic Mountains,1,0,0,0
GRID_03184,-84.727,-169.892,-100550.6777611738,-564032.1219116721,524.458,13384.17,169.558,-19.962,31.92009926,191.3379974,g,Transantarctic Mountains,1,0,0,0
GRID_03185,-84.73,-170.089,-98554.59073107521,-564052.9458896227,274.842,14456.71,169.558,-19.962,9.213150024,250.8450012,g,Transantarctic Mountains,1,0,0,0
GRID_03186,-84.744,-170.978,-89552.36279772136,-564009.6482668989,495.869,19538.17,169.558,-19.962,44.43619919,288.802002,g,Transantarctic Mountains,1,0,0,0
GRID_03187,-84.746,-171.176,-87569.37148619007,-564100.7051721564,877.89,20686.04,169.558,-19.962,12.8135004,108.223999,g,Transantarctic Mountains,1,0,0,0
GRID_03188,-84.737,-169.973,-99563.74130668957,-563102.2107828378,662.875,14754.17,169.558,-19.962,19.15579987,306.4670105,g,Transantarctic Mountains,1,0,0,0
GRID_03189,-84.745,-170.467,-94560.90857250801,-563081.2351587833,387.543,17710.2,169.558,-19.962,32.13180161,31.38360023,g,Transantarctic Mountains,1,0,0,0
GRID_03190,-84.753,-170.962,-89556.02395306094,-563017.4845874549,942.434,20368.0,169.558,-19.962,21.09889984,81.58630371,g,Transantarctic Mountains,1,0,0,0
GRID_03191,-84.755,-171.16,-87576.40148422025,-563108.5710107975,857.685,21522.93,169.558,-19.962,1.995929956,309.9700012,g,Transantarctic Mountains,1,0,0,0
GRID_03192,-84.757,-171.26,-86560.39130725415,-563045.4707158792,880.404,22075.43,169.558,-19.962,0.878382981,108.2040024,g,Transantarctic Mountains,1,0,0,0
GRID_03193,-84.748,-170.054,-98560.84329993623,-562063.4724613972,659.072,16131.34,169.558,-19.962,7.76335001,121.9540024,g,Transantarctic Mountains,1,0,0,0
GRID_03194,-84.763,-171.045,-88570.95872697933,-562071.7954645859,893.356,21753.9,169.558,-19.962,2.686779976,20.51799965,g,Transantarctic Mountains,1,0,0,0
GRID_03195,-84.765,-171.145,-87556.32512079377,-562010.5008106497,880.53,22326.96,169.558,-19.962,17.42550087,205.1640015,g,Transantarctic Mountains,1,0,0,0
GRID_03196,-84.767,-171.344,-85571.07136344566,-562096.0728070034,875.995,23467.17,169.558,-19.962,2.277070045,205.7550049,g,Transantarctic Mountains,1,0,0,0
GRID_03197,-84.756,-169.938,-99546.49931757165,-561005.6851070067,535.485,16495.0,169.558,-19.962,2.610549927,341.8380127,g,Transantarctic Mountains,1,0,0,0
GRID_03198,-84.757,-170.037,-98558.17758497607,-561069.6828987102,591.531,16983.62,169.558,-19.962,5.999969959,230.7440033,g,Transantarctic Mountains,1,0,0,0
GRID_03199,-84.759,-170.136,-97551.29182061304,-561024.739760662,820.452,17514.42,169.558,-19.962,19.05060005,254.6430054,g,Transantarctic Mountains,1,0,0,0
GRID_03200,-84.774,-171.129,-87562.25027653761,-561018.4672133725,708.728,23143.22,169.558,-19.962,36.86700058,330.1530151,g,Transantarctic Mountains,1,0,0,0
GRID_03201,-84.775,-171.229,-86566.36382192696,-561062.9021205475,892.832,23724.88,169.558,-19.962,16.38570023,267.428009,g,Transantarctic Mountains,1,0,0,0
GRID_03202,-84.776,-171.329,-85570.58905423908,-561105.5701061912,911.758,24291.57,169.558,-19.962,7.268690109,295.0480042,g,Transantarctic Mountains,1,0,0,0
GRID_03203,-84.769,-170.218,-96563.40423617898,-560091.5082698854,893.373,18902.09,169.558,-19.962,53.48740005,167.0709991,g,Transantarctic Mountains,1,0,0,0
GRID_03204,-84.771,-170.317,-95558.88946783482,-560043.005309642,566.9,19449.9,169.558,-19.962,50.39569855,134.4210052,g,Transantarctic Mountains,1,0,0,0
GRID_03205,-84.784,-171.214,-86563.6692219759,-560072.4435750971,683.535,24535.39,169.558,-19.962,40.98189926,354.1090088,g,Transantarctic Mountains,1,0,0,0
GRID_03206,-84.786,-171.314,-85553.16315131942,-560007.5544568136,666.338,25124.62,169.558,-19.962,22.47839928,27.02560043,g,Transantarctic Mountains,1,0,0,0
GRID_03207,-84.777,-170.101,-97557.28548966256,-559035.649469466,721.272,19214.47,169.558,-19.962,10.53929996,324.1570129,g,Transantarctic Mountains,1,0,0,0
GRID_03208,-84.778,-170.201,-96562.91789964736,-559097.847260776,860.994,19736.19,169.558,-19.962,24.40780067,81.9598999,g,Transantarctic Mountains,1,0,0,0
GRID_03209,-84.78,-170.3,-95560.05668086355,-559049.3574125551,759.574,20283.83,169.558,-19.962,6.689929962,129.9429932,g,Transantarctic Mountains,1,0,0,0
GRID_03210,-84.784,-170.599,-92570.25869900083,-559111.0427149083,573.965,22047.54,169.558,-19.962,43.96530151,266.6080017,g,Transantarctic Mountains,1,0,0,0
GRID_03211,-84.786,-170.084,-97554.51676146699,-558042.0423528446,566.68,20084.64,169.558,-19.962,53.77119827,253.0950012,g,Transantarctic Mountains,1,0,0,0
GRID_03212,-84.787,-170.184,-96561.85167239896,-558104.2431226348,866.516,20585.07,169.558,-19.962,3.278409958,300.1480103,g,Transantarctic Mountains,1,0,0,0
GRID_03213,-84.789,-170.283,-95560.64390947802,-558055.7654003251,777.714,21119.94,169.558,-19.962,9.493390083,92.209198,g,Transantarctic Mountains,1,0,0,0
GRID_03214,-84.794,-170.583,-92548.36039140313,-558011.7673653833,1000.31,22831.13,169.558,-19.962,19.16119957,223.9210052,g,Transantarctic Mountains,1,0,0,0
GRID_03215,-84.795,-170.682,-91566.43038104009,-558063.475966791,405.503,23454.89,169.558,-19.962,6.895480156,81.48020172,g,Transantarctic Mountains,1,0,0,0
GRID_03216,-84.798,-170.882,-89566.14059599685,-558057.4092942956,362.702,24706.32,169.558,-19.962,33.91139984,167.4559937,g,Transantarctic Mountains,1,0,0,0
GRID_03217,-84.78,-169.172,-106547.0074541899,-557059.8205388694,345.376,11885.32,169.558,-19.962,34.90599823,216.5079956,g,Transantarctic Mountains,1,0,0,0
GRID_03218,-84.796,-170.166,-96569.92898937536,-557109.0107209032,824.313,21446.4,169.558,-19.962,38.1629982,293.9169922,g,Transantarctic Mountains,1,0,0,0
GRID_03219,-84.798,-170.266,-95560.65118696404,-557062.2295168163,791.474,21960.87,169.558,-19.962,6.369299889,87.95970154,g,Transantarctic Mountains,1,0,0,0
GRID_03220,-84.801,-170.466,-93561.49355524605,-557070.4962314384,833.462,23055.32,169.558,-19.962,11.74530029,210.7039948,g,Transantarctic Mountains,1,0,0,0
GRID_03221,-84.803,-170.566,-92553.41121060798,-557018.27555882,1030.91,23631.03,169.558,-19.962,17.0821991,222.0019989,g,Transantarctic Mountains,1,0,0,0
GRID_03222,-84.804,-170.666,-91563.44337715296,-557071.5985675381,1006.16,24234.33,169.558,-19.962,27.99090004,165.154007,g,Transantarctic Mountains,1,0,0,0
GRID_03223,-84.806,-170.766,-90556.11178562733,-557015.7679705974,589.774,24863.02,169.558,-19.962,45.74499893,205.022995,g,Transantarctic Mountains,1,0,0,0
GRID_03224,-84.794,-169.451,-103554.29033198542,-556074.4918472836,493.172,14946.26,169.558,-19.962,24.01490021,99.89710236,g,Transantarctic Mountains,1,0,0,0
GRID_03225,-84.807,-170.249,-95560.07854669381,-556068.7500058758,727.499,22814.54,169.558,-19.962,7.120409966,316.4419861,g,Transantarctic Mountains,1,0,0,0
GRID_03226,-84.81,-170.449,-93564.2937009241,-556077.0392164988,1027.19,23888.94,169.558,-19.962,33.16740036,283.644989,g,Transantarctic Mountains,1,0,0,0
GRID_03227,-84.812,-170.549,-92557.88183390323,-556024.8371275492,1237.54,24445.66,169.558,-19.962,28.67440033,192.576004,g,Transantarctic Mountains,1,0,0,0
GRID_03228,-84.813,-170.65,-91559.91073691015,-556079.7735947567,1081.2,25029.34,169.558,-19.962,30.20149994,28.45319939,g,Transantarctic Mountains,1,0,0,0
GRID_03229,-84.815,-170.75,-90554.25049065945,-556023.949693252,967.465,25638.74,169.558,-19.962,19.47500038,222.5970001,g,Transantarctic Mountains,1,0,0,0
GRID_03230,-84.818,-170.332,-94553.44689335497,-555026.7457652952,1022.92,23958.23,169.558,-19.962,19.80139923,270.0289917,g,Transantarctic Mountains,1,0,0,0
GRID_03231,-84.821,-170.533,-92552.08515308585,-555033.0677387281,1137.17,25273.3,169.558,-19.962,38.69520187,286.0289917,g,Transantarctic Mountains,1,0,0,0
GRID_03232,-84.822,-170.633,-91565.520588639,-555086.4032277624,1108.44,25838.58,169.558,-19.962,41.6955986,85.61820221,g,Transantarctic Mountains,1,0,0,0
