grid_id,pred_d15n_air_permil,kriging_residual,kriging_variance,final_regression_kriging,lat,lon,proj_x_epsg3031,proj_y_epsg3031
GRID_00034,-6.473769999999999,2.2096664987050705,36.505714692437934,-4.264103501294929,-84.837,-113.791,-513287.5464983203,-226290.4777113384
GRID_00035,-5.872120000000001,2.2084892293241607,36.48943935013335,-3.66363077067584,-84.846,-113.832,-512229.7615017712,-226262.06173344
GRID_00036,-6.364699999999998,2.2179183293225413,36.60988622607677,-4.146781670677457,-84.79,-113.454,-519300.95115203,-225302.9073235108
GRID_00037,-6.521416666666664,2.2122143094649935,36.531918501549114,-4.309202357201671,-84.832,-113.656,-514317.605479787,-225298.72750866652
GRID_00038,-7.31615,2.2215823622185376,36.65096687798717,-5.094567637781463,-84.777,-113.281,-521278.1879147968,-224292.96050951956
GRID_00039,-4.9474333333333345,2.2229584102947992,36.66059429960877,-2.7244749230385352,-84.781,-113.188,-521241.4923261343,-223275.17790822565
GRID_00040,-7.6696,1.4309571811606685,29.95152865200462,-6.238642818839331,-86.146,-152.468,-193496.90886818475,-371197.7842073612
GRID_00041,-6.895699999999997,1.4314976536603727,29.967479870254575,-5.464202346339624,-86.154,-152.404,-193508.59037274832,-370210.74156201904
GRID_00042,-7.0920000000000005,1.431692092361829,29.98461758535506,-5.660307907638171,-86.163,-152.341,-193461.4072868572,-369131.2401956124
GRID_00043,-5.3241999999999985,1.4448174299024175,30.01296254316643,-3.8793825700975813,-86.162,-152.034,-195487.45960058132,-368185.3551973857
GRID_00044,-8.027700000000001,1.4386736717140287,30.006181337167,-6.589026328285972,-86.166,-152.155,-194506.38681694143,-368212.9194732033
GRID_00045,-7.10485,1.432178678409489,30.000656309652367,-5.672671321590511,-86.171,-152.277,-193469.0773915853,-368145.1412552855
GRID_00046,-7.243599999999999,1.439096515355719,30.022276016048444,-5.80450348464428,-86.174,-152.091,-194510.5344587942,-367226.97254604206
GRID_00047,-6.972450000000001,1.432639839946224,30.016734522180307,-5.5398101600537775,-86.179,-152.213,-193474.78838798427,-367159.49044541933
GRID_00048,-5.391900000000001,1.4732138973307471,30.845256137782986,-3.9186861026692537,-86.523,-148.287,-198505.647386562,-321244.97807713744
GRID_00049,-1.94645,1.4640387345612256,30.92148769958545,-0.48241126543877444,-86.572,-148.145,-196490.76971060477,-316228.96238675225
GRID_00050,-8.352483333333328,1.6726538191375442,29.42693797126482,-6.679829514195784,-85.543,-151.17,-233469.23179574584,-424152.7391619978
GRID_00051,-9.00559999999999,1.6732440901364858,29.440021304551756,-7.332355909863505,-85.551,-151.113,-233470.82174688528,-423158.56161826616
GRID_00052,-7.084353333333331,1.6761078086289904,29.46887358471298,-5.40824552470434,-85.555,-150.952,-234447.76833006085,-422120.58521222015
GRID_00053,-8.567483333333328,1.6671338160677864,29.44664105042638,-6.900349517265542,-85.564,-151.16,-232441.7263290441,-422111.6173147461
GRID_00054,-7.043433333333334,1.6825724413100422,29.56023783001122,-5.360860892023291,-85.565,-150.467,-237476.4937747274,-419174.7836557716
GRID_00055,-8.021553333333333,1.674550162832058,29.514890618315818,-6.347003170501275,-85.579,-150.778,-234454.51796457512,-419128.98325023224
GRID_00056,-8.433599999999995,1.670715813050066,29.50206854497734,-6.762884186949929,-85.583,-150.883,-233474.37985403632,-419177.9433638372
GRID_00057,-8.044353333333333,1.6826013779135156,29.57439220651255,-6.361751955419818,-85.573,-150.408,-237478.41931517157,-418173.5580387824
GRID_00058,-7.943853333333333,1.682464251066089,29.588693947557232,-6.261389082267244,-85.581,-150.35,-237471.2564540681,-417176.9227033432
GRID_00059,-7.363853333333331,1.6694804194299397,29.533412488633466,-5.694372913903392,-85.599,-150.766,-233480.16899029608,-417182.0646516846
GRID_00060,-6.875333333333328,1.6647733189102993,29.522909770856977,-5.210560014423029,-85.604,-150.871,-232450.59202718028,-417134.3056257912
GRID_00061,-8.38008333333333,1.679443531001471,29.58884157430176,-6.7006398023318585,-85.594,-150.394,-236452.44043020747,-416130.0980891973
GRID_00062,-8.118649999999995,1.6953572586184324,29.75049315142376,-6.423292741381562,-85.573,-149.449,-244444.09510683955,-414140.32483042
GRID_00063,-8.623499999999996,1.6624878957103362,29.58568734728007,-6.96101210428966,-85.636,-150.635,-232460.4790484885,-413140.7814620604
GRID_00064,-7.128783333333331,1.6618944874255064,29.601410392410884,-5.466888845907825,-85.644,-150.576,-232458.4348227573,-412143.5053669379
GRID_00065,-5.482799999999998,1.635250185193523,29.58501294472256,-3.8475498148064755,-85.682,-150.988,-227484.87671450505,-410190.95078213327
GRID_00066,-5.720883333333334,1.6292507618886891,29.577542032624866,-4.091632571444645,-85.687,-151.095,-226455.66251667595,-410139.1269934299
GRID_00067,-6.7841333333333305,1.6557094694338474,29.63771436167935,-5.128423863899483,-85.672,-150.503,-231484.26926624493,-409197.0507267422
GRID_00068,-7.832083333333331,1.6903524114654473,29.784139233062426,-6.141730921867883,-85.634,-149.392,-241478.66266852335,-408188.0313778868
GRID_00069,-6.494283333333331,1.65515844121458,29.65356187989307,-4.839124892118751,-85.68,-150.443,-231483.5551481062,-408197.7471848156
GRID_00070,-7.0630833333333305,1.674807197509154,29.728909446581316,-5.388276135824176,-85.666,-149.854,-236432.0127748816,-407112.9570001717
GRID_00071,-5.260683333333333,1.6898166972664397,29.81420033587216,-3.570866636066893,-85.65,-149.269,-241465.34367510112,-406173.2227586051
GRID_00072,-4.672583333333333,1.633723715184121,29.647719251351262,-3.038859618149212,-85.715,-150.749,-227440.63293899896,-406107.84678829886
GRID_00073,-6.251299999999997,1.6283677908663088,29.63851187198778,-4.622932209133689,-85.719,-150.857,-226462.93066944767,-406155.976094707
GRID_00074,-5.518683333333334,1.633358151228576,29.663317190974837,-3.885325182104758,-85.723,-150.689,-227439.95123356453,-405110.9663169138
GRID_00075,-5.5618833333333315,1.6561342871625715,29.760873986642572,-3.90574904617076,-85.724,-149.971,-232444.1810459532,-402134.9413673957
GRID_00076,-4.906283333333332,1.6673295270986053,29.827806144653227,-3.2389538062347265,-85.726,-149.527,-235443.13854891737,-400134.1923235003
GRID_00077,-5.581483333333333,1.6773942445089867,29.89688425136402,-3.904089088824346,-85.727,-149.083,-238480.91788988147,-398204.4050742583
GRID_00078,-5.700783333333334,1.658261492546993,29.836461711073174,-4.042521840786341,-85.751,-149.615,-233453.3983273338,-398150.4670306211
GRID_00079,-3.78235,1.5223026183840633,30.20391158752803,-2.2600473816159368,-86.152,-150.075,-208501.6453679553,-362229.636735548
GRID_00080,-4.305550000000001,1.4492908242459646,30.245796617292225,-2.8562591757540368,-86.275,-151.105,-195496.260181927,-354213.91982965235
GRID_00081,-2.5384700000000007,1.5325283167033372,30.374113803727646,-1.0059416832966634,-86.215,-149.208,-210453.18777723127,-353150.60853753216
GRID_00082,-3.614949999999999,1.449589077744426,30.262780771798774,-2.165360922255573,-86.283,-151.036,-195501.60894779855,-353217.4539866111
GRID_00083,-4.2383500000000005,1.443578657842634,30.256769194230777,-2.7947713421573663,-86.288,-151.16,-194474.57053998212,-353163.68017769797
GRID_00084,-2.9805700000000006,1.5377121996142333,30.399187204876256,-1.4428578003857673,-86.218,-149.017,-211461.40694174537,-352167.52366032696
GRID_00085,-4.268249999999998,1.4498705833805428,30.27978258539497,-2.8183794166194556,-86.291,-150.967,-195504.84379678188,-352221.49365811265
GRID_00086,-1.4590000000000003,1.4438553338213396,30.273665217096024,-0.015144666178660726,-86.296,-151.092,-194473.2424509332,-352171.44171334314
GRID_00087,-4.013999999999999,1.438128101000827,30.266499083739568,-2.5758718989991722,-86.3,-151.216,-193501.27311010475,-352210.4532607641
GRID_00088,-3.3626499999999995,1.4501358666755093,30.29680095983516,-1.9125141333244902,-86.299,-150.898,-195505.9659555297,-351226.0424796118
GRID_00089,-3.770666666666665,1.4441525537779891,30.290677791062464,-2.3265141128886757,-86.304,-151.023,-194475.96484823924,-351176.3143029723
GRID_00090,-2.4673000000000003,1.4384200847813562,30.28340599111187,-1.028879915218644,-86.308,-151.148,-193499.5615176174,-351218.965498513
GRID_00091,-2.0322000000000005,1.5169265742825444,30.401136147354862,-0.515273425717456,-86.252,-149.355,-207496.506326326,-350229.3464927923
GRID_00092,-3.647950000000001,1.4444700777539248,30.307806134270145,-2.2034799222460766,-86.312,-150.953,-194482.68685241183,-350178.30143993214
GRID_00093,-2.5452000000000017,1.4387694650040797,30.30052728642483,-1.106430534995922,-86.316,-151.078,-193507.99674389497,-350221.22805120697
GRID_00094,-4.09025,1.516919363922269,30.418537644769692,-2.5733306360777313,-86.26,-149.283,-207492.29064528111,-349220.7719798006
GRID_00095,-2.7472500000000006,1.4447351580371208,30.324850485267298,-1.3025148419628798,-86.32,-150.884,-194481.1687559954,-349184.19540358806
GRID_00096,-3.948650000000001,1.4390656237102861,30.317566212451926,-2.509584376289715,-86.324,-151.009,-193508.1903189737,-349227.37632821035
GRID_00097,-4.385449999999998,1.5272419540524105,30.452304359402795,-2.8582080459475874,-86.259,-148.968,-209465.11979541308,-348167.88851527806
GRID_00098,-4.249350000000001,1.5169019066711777,30.435941722743344,-2.7324480933288227,-86.268,-149.211,-207485.87061829865,-348212.7658450432
GRID_00099,-5.777199999999999,1.5323830400855947,30.477457914222587,-4.244816959914404,-86.262,-148.775,-210467.6881244956,-347181.4915396336
GRID_00100,-3.634349999999999,1.5222001640544147,30.460924622016044,-2.1121498359455844,-86.271,-149.017,-208495.846685614,-347228.68386553176
GRID_00101,-3.1438,1.5169064061111457,30.453457749744224,-1.6268935938888545,-86.276,-149.138,-207483.30751322833,-347201.7108108547
GRID_00102,-3.668250000000001,1.5115438361698421,30.446025610244792,-2.156706163830159,-86.281,-149.26,-206465.75487487487,-347175.6167260798
GRID_00103,-3.656449999999998,1.5169009157730151,30.470974949328816,-2.1395490842269833,-86.284,-149.065,-207478.5077059035,-346191.23229753994
GRID_00104,-3.747850000000001,1.5115640494615932,30.463543759771106,-2.2362859505384076,-86.289,-149.187,-206462.513099172,-346165.4867865487
GRID_00105,-4.8184,1.5322482851865258,30.51258749929145,-3.2861517148134736,-86.278,-148.628,-210452.38334462623,-345155.53095882316
GRID_00106,-4.02035,1.5168857417318728,30.488492645542227,-2.503464258268127,-86.292,-148.992,-207471.47266271175,-345181.3343521662
GRID_00107,-3.068420000000001,1.5324734283088628,30.529044028490297,-1.5359465716911382,-86.285,-148.554,-210501.06375913185,-344234.3357261534
GRID_00108,-4.6461000000000015,1.5220499419253397,30.54882452836158,-3.124050058074662,-86.311,-148.649,-208459.72464624883,-342169.52948116243
GRID_00109,-4.981600000000001,1.537331619262181,30.589974891147534,-3.44426838073782,-86.304,-148.209,-211482.04785926436,-341205.2872748682
GRID_00110,-3.7377,1.5322592667582877,30.58198592323201,-2.205440733241712,-86.309,-148.331,-210469.7222515739,-341192.2941606016
GRID_00111,-4.972266666666665,1.5271806698020727,30.574253961170438,-3.4450859968645924,-86.314,-148.452,-209464.36756729544,-341172.88461610826
GRID_00112,-4.8197,1.5220363969520245,30.56655353498629,-3.2976636030479756,-86.319,-148.574,-208454.08139756945,-341154.3921278138
GRID_00113,-3.5042999999999993,1.5171142778941102,30.557700241857525,-1.987185722105889,-86.323,-148.697,-207495.34276548153,-341229.6354627185
GRID_00114,-7.35915,1.55693154800664,30.640494821796494,-5.80221845199336,-86.292,-147.651,-215492.83514944036,-340231.39707151137
GRID_00115,-6.7637,1.5520867040030797,30.632157756755937,-5.21161329599692,-86.297,-147.771,-214489.95730964767,-340222.25677720003
GRID_00116,-4.048050000000001,1.547175748648089,30.623852221858527,-2.5008742513519118,-86.302,-147.892,-213482.12730832497,-340214.13744779135
GRID_00117,-3.96385,1.5422275513755686,30.615693503506087,-2.421622448624431,-86.307,-148.013,-212475.29033673415,-340203.28211507417
GRID_00118,-2.77325,1.537242727542405,30.60768030862819,-1.236007272457595,-86.312,-148.134,-211469.45344775508,-340189.69493974536
GRID_00119,-4.0684,1.5321921587481395,30.599698937767144,-2.5362078412518603,-86.317,-148.256,-210458.6865035533,-340177.0533488971
GRID_00120,-2.6253,1.5271357029519634,30.59197363062678,-1.0981642970480368,-86.322,-148.377,-209454.87121823896,-340157.9975207772
GRID_00121,-3.5764866666666677,1.5222715925010502,30.582991232294695,-2.0542150741656178,-86.326,-148.5,-208496.99380349604,-340236.17109951575
GRID_00122,-2.280250000000001,1.5171150685964696,30.575430912797266,-0.7631349314035314,-86.331,-148.622,-207489.0949444576,-340215.38693354244
GRID_00123,-4.035349999999999,1.5118936685402242,30.56790191207805,-2.523456331459775,-86.336,-148.745,-206476.29450980024,-340195.4603316949
GRID_00124,-5.735499999999998,1.532147017305336,30.617518759818566,-4.203352982694662,-86.325,-148.18,-210451.27589016303,-339158.75775397697
GRID_00125,-4.8179,1.527370011599555,30.6085200149209,-3.290529988400445,-86.329,-148.302,-209500.18932085283,-339236.20013185503
GRID_00126,-3.1836499999999996,1.5222708696499128,30.60082359969734,-1.6613791303500869,-86.334,-148.424,-208492.81626549156,-339218.53575754364
GRID_00127,-3.4371200000000006,1.5171070910358952,30.59315836076039,-1.9200129089641054,-86.339,-148.547,-207480.55025199655,-339201.74417177384
GRID_00128,-3.668719999999999,1.5119092380486492,30.585634464707834,-2.15681076195135,-86.344,-148.67,-206469.3193106367,-339182.1732058187
GRID_00129,-4.462799999999998,1.5066780061344567,30.578250514465964,-2.9561219938655414,-86.349,-148.793,-205459.13070101023,-339159.827229087
GRID_00130,-2.960950000000002,1.5323809081932793,30.63417272155823,-1.4285690918067229,-86.332,-148.104,-210498.96581034776,-338233.36255627923
GRID_00131,-2.962600000000001,1.5273384684402649,30.62634121970391,-1.4352615315597361,-86.337,-148.226,-209492.12807602977,-338218.8140956522
GRID_00132,-3.2072000000000003,1.522231665842677,30.618540668082684,-1.6849683341573232,-86.342,-148.349,-208480.40604767692,-338205.1535986868
GRID_00133,-3.7495500000000015,1.5069942760974995,30.594783820456783,-2.242555723902502,-86.356,-148.718,-205507.8622972665,-338240.3858369403
GRID_00134,-6.671599999999999,1.701037408750619,29.89384785619798,-4.970562591249379,-85.627,-148.751,-246424.94192327285,-406111.7175482804
GRID_00135,-3.5582666666666665,1.669009289392094,29.90441052426177,-1.8892573772745724,-85.753,-149.168,-236441.03040811117,-396130.32976744993
GRID_00136,-6.863050000000003,1.6709000182321652,29.98059192701635,-5.192149981767837,-85.779,-148.805,-237481.76854389923,-392206.24668563926
GRID_00137,-5.804200000000002,1.6738178240994834,30.00996806122723,-4.130382175900518,-85.783,-148.633,-238431.71137705585,-391120.22524707805
GRID_00138,-6.41445,1.669860529765795,30.013235225632382,-4.744589470234206,-85.795,-148.675,-237466.63586544033,-390180.3791548669
GRID_00139,-5.797700000000001,1.5387127167031707,29.802430753897823,-4.25898728329683,-85.93,-151.418,-211500.2318109482,-388209.0005085572
GRID_00140,-7.209599999999999,1.5323630016245742,29.79608548003055,-5.677236998375425,-85.935,-151.532,-210468.29870214596,-388151.2001379692
GRID_00141,-4.914299999999998,1.5567271612624054,29.840343419632777,-3.3575728387375925,-85.925,-151.015,-214488.92139173287,-387187.2782497536
GRID_00142,-5.657050000000001,1.5506151583061079,29.833418750831726,-4.106434841693893,-85.93,-151.129,-213455.65981997957,-387137.25915074995
GRID_00143,-6.970749999999998,1.5447876452065485,29.825666664631605,-5.42596235479345,-85.934,-151.242,-212482.50817160495,-387176.26307592273
GRID_00144,-6.954550000000001,1.5385493519180955,29.819100188625445,-5.416000648081906,-85.939,-151.356,-211451.1619806542,-387121.21855594974
GRID_00145,-4.975850000000001,1.5325573702681616,29.81157713422425,-3.4432926297318396,-85.943,-151.47,-210472.8019128402,-387159.1190175323
GRID_00146,-3.7318000000000007,1.643802024022963,30.01002864211285,-2.0879979759770375,-85.855,-149.062,-231472.0653321929,-386180.1673385598
GRID_00147,-4.5196999999999985,1.57373382997797,29.880044478772724,-2.9459661700220288,-85.92,-150.614,-217460.21036277257,-386150.2880519979
GRID_00148,-4.683999999999998,1.56822875942867,29.87150137037964,-3.1157712405713287,-85.924,-150.727,-216485.57795708545,-386199.08520986495
GRID_00149,-6.7768,1.5623786190847602,29.86436928535397,-5.2144213809152395,-85.929,-150.839,-215465.3682528143,-386146.84480973746
GRID_00150,-6.956100000000001,1.556693005450097,29.856095833748835,-5.399406994549905,-85.933,-150.953,-214485.4986762217,-386194.62135945226
GRID_00151,-6.51225,1.5506693579864763,29.84923143148664,-4.961580642013524,-85.938,-151.066,-213460.4380539413,-386141.158629316
GRID_00152,-6.506250000000001,1.5448506230752794,29.84131866495625,-4.961399376924722,-85.942,-151.18,-212482.092802793,-386184.1147257373
GRID_00153,-6.643400000000001,1.5386619687843053,29.83470176323729,-5.104738031215695,-85.947,-151.294,-211452.20594441876,-386129.3560417912
GRID_00154,-4.776119999999999,1.532720271354182,29.827125661552458,-3.2433997286458167,-85.951,-151.408,-210475.40712924,-386167.4874801217
GRID_00155,-5.2768500000000005,1.5267201602577516,29.819707010391816,-3.750129839742249,-85.955,-151.522,-209499.29503039084,-386203.2630003433
GRID_00156,-4.749499999999998,1.5901006422405162,29.920764225407616,-3.159399357759481,-85.914,-150.213,-220481.4859918554,-385185.0038225672
GRID_00157,-6.95285,1.5736167199795779,29.89619867833247,-5.379233280020422,-85.928,-150.55,-217463.79579680288,-385149.7973925214
GRID_00158,-6.3472,1.5681560703615385,29.887611022552107,-4.779043929638462,-85.932,-150.663,-216490.71408885653,-385198.84327910095
GRID_00159,-7.784249999999998,1.5623132373541966,29.880321052125854,-6.221936762645802,-85.937,-150.776,-215465.208811262,-385150.6740690219
GRID_00160,-6.7076,1.5566740361170832,29.87200028526084,-5.1509259638829175,-85.941,-150.89,-214486.90449510183,-385198.6866185729
GRID_00161,-6.49502,1.5506974787226144,29.86508906036079,-4.944322521277385,-85.946,-151.003,-213463.28650289748,-385145.5204978638
GRID_00162,-6.18022,1.5449268848772078,29.857126415445514,-4.635293115122792,-85.95,-151.117,-212486.50452135323,-385188.7169189564
GRID_00163,-6.23812,1.5387869782717931,29.85046076468499,-4.699333021728207,-85.955,-151.231,-211458.0754436402,-385134.2587981688
GRID_00164,-7.533549999999999,1.5328946404559778,29.842833397385075,-6.000655359544021,-85.959,-151.345,-210482.8378933053,-385172.6349012194
GRID_00165,-4.682600000000002,1.5269025690003826,29.835258353412417,-3.155697430999619,-85.963,-151.46,-209501.56291932173,-385212.31390686834
GRID_00166,-5.81975,1.4289946688097452,29.74093762451698,-4.390755331190254,-86.028,-153.209,-194461.869614858,-385119.37352236087
GRID_00167,-6.850199999999997,1.4222164947438356,29.735000532529718,-5.427983505256162,-86.032,-153.327,-193473.11292842263,-385130.4885615104
GRID_00168,-5.235599999999997,1.605434846683564,29.963433191246576,-3.630165153316433,-85.908,-149.814,-223486.47617387,-384204.1199948604
GRID_00169,-5.34425,1.6002387708097656,29.95484930510082,-3.7440112291902343,-85.913,-149.925,-222469.3249272849,-384165.96159931354
GRID_00170,-5.631499999999999,1.5949266471605874,29.946374377991056,-4.036573352839412,-85.918,-150.037,-221446.457934291,-384129.1724309049
GRID_00171,-6.412050000000001,1.5898437681427808,29.93705470869272,-4.82220623185722,-85.922,-150.149,-220478.69966539796,-384184.1473301133
GRID_00172,-6.7108500000000015,1.5734438144734493,29.912266464893417,-5.137406185526553,-85.936,-150.487,-217458.71547591733,-384153.5808101081
GRID_00173,-6.905500000000001,1.568025353553447,29.90363909455175,-5.3374746464465535,-85.94,-150.6,-216487.1829334184,-384202.8550671075
GRID_00174,-7.17875,1.562226296799901,29.896308220317923,-5.616523703200099,-85.945,-150.713,-215463.12188507183,-384154.9753666996
GRID_00175,-6.4574500000000015,1.5566704288753566,29.88805517047824,-4.9007795711246445,-85.949,-150.826,-214493.08773040777,-384199.4769810861
GRID_00176,-5.9833500000000015,1.5388843932786962,29.86626768208194,-4.444465606721305,-85.963,-151.168,-211462.01491892687,-384139.62031733955
GRID_00177,-6.39125,1.5329991302429946,29.85848558667037,-4.858250869757006,-85.967,-151.283,-210481.63277154297,-384181.91135522834
GRID_00178,-6.45565,1.5267520151251108,29.852000975122728,-4.928897984874889,-85.972,-151.398,-209449.8910317895,-384126.3710855022
GRID_00179,-4.974449999999998,1.4297866765943397,29.755715078369946,-3.5446633234056586,-86.036,-153.149,-194472.25526417984,-384139.62009974814
GRID_00180,-6.2907,1.4230071122505246,29.749654623810624,-4.867692887749476,-86.04,-153.268,-193478.40580842405,-384154.3420743904
GRID_00181,-2.9558666666666675,1.6098724886882083,29.989805334825633,-1.3459941779784592,-85.912,-149.638,-224445.80171942548,-383140.5827198549
GRID_00182,-6.265966666666668,1.6050957004692612,29.979935461896716,-4.6608709661974075,-85.916,-149.749,-223484.03617766415,-383199.0370700871
GRID_00183,-4.642999999999999,1.599899145492529,29.971206963540475,-3.04310085450747,-85.921,-149.861,-222461.61257552792,-383165.0703545098
GRID_00184,-6.815450000000002,1.5895732044473299,29.953362968610364,-5.225876795552672,-85.93,-150.085,-220473.9552853386,-383183.78250230826
GRID_00185,-5.1568,1.5841397344521395,29.94529982951288,-3.57266026554786,-85.935,-150.197,-219454.33114822145,-383142.3436105808
GRID_00186,-5.989849999999999,1.5506811937490792,29.89692682363976,-4.43916880625092,-85.962,-150.877,-213463.19814466647,-383155.6435184698
GRID_00187,-4.73675,1.5269174768679266,29.867762538144923,-3.2098325231320732,-85.98,-151.335,-209454.9504990678,-383132.7304042484
GRID_00188,-6.386386666666666,1.430537905289301,29.770566699346084,-4.955848761377364,-86.044,-153.089,-194480.80458376015,-383160.2720051749
GRID_00189,-5.2589999999999995,1.4238051370715041,29.764473300077167,-3.8351948629284953,-86.048,-153.208,-193488.58356193517,-383175.22083618306
GRID_00190,-5.31875,1.6047469473526457,29.996445812001983,-3.714003052647354,-85.924,-149.684,-223479.6061876941,-382194.4590107803
GRID_00191,-7.136799999999999,1.599581971390416,29.987699180015255,-5.537218028609583,-85.929,-149.796,-222458.61459571176,-382160.7979175689
GRID_00192,-2.7578000000000005,1.5211517308361653,29.876014401957285,-1.2366482691638352,-85.992,-151.387,-208482.4128894868,-382177.44820103294
GRID_00193,-5.613449999999999,1.444532314296546,29.798033425906063,-4.168917685703454,-86.044,-152.791,-196471.0128070665,-382143.5836451946
GRID_00194,-5.499149999999998,1.4379534974711374,29.791803854896564,-4.061196502528861,-86.048,-152.909,-195485.55294029997,-382160.2810644858
GRID_00195,-5.44555,1.4312969575571768,29.78558110398587,-4.014253042442823,-86.052,-153.028,-194494.18872782035,-382177.9374940408
GRID_00196,-5.155799999999998,1.6091409599596946,30.022985690853737,-3.5466590400403035,-85.928,-149.507,-224438.5619981114,-381127.53876107367
GRID_00197,-6.7639499999999995,1.604420998503662,30.01308889902441,-5.159529001496337,-85.932,-149.618,-223479.8403406803,-381186.4886267146
GRID_00198,-6.838050000000001,1.5992870715849572,30.004325153680913,-5.238762928415044,-85.937,-149.73,-222460.2795420868,-381153.14765846974
GRID_00199,-6.114,1.5390643254732053,29.914054481381523,-4.574935674526794,-85.987,-150.978,-211468.91583109277,-381154.79697808553
